!Month,!Previous Year,__Id,Area Name,Area Type,Date,Date (Month / Year),Date (Months),Month,Seasonally Adjusted Y N,Status Preliminary Final,Year,Employment,Labor Force,Number of Records,Unemployment,Unemployment Rate
5/1/20,12/31/19,row-w278_9495_e9ru,San Benito County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,17300,21000,1,3800,0.179
5/1/20,12/31/19,row-k6pm~7gut_khai,San Bernardino County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,607900,673200,1,65300,0.097
5/1/20,12/31/19,row-id9n_uy69-wmkh,San Diego County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,1127400,1219700,1,92300,0.076
5/1/20,12/31/19,row-z8nc~bayf~c8k6,San Francisco County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,377400,405000,1,27600,0.068
5/1/20,12/31/19,row-58nq.dm89-t5ig,San Joaquin County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,201700,237900,1,36200,0.152
5/1/20,12/31/19,row-gh84_75rb_weab,San Luis Obispo County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,92100,100200,1,8100,0.08
5/1/20,12/31/19,row-pyqm~bmu7-nfvb,San Mateo County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,349600,367900,1,18300,0.05
5/1/20,12/31/19,row-bwew~y3jd.n8mn,Santa Barbara County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,176600,191800,1,15100,0.079
5/1/20,12/31/19,row-scsm-7hhq-r2qb,Santa Clara County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,790200,848200,1,58100,0.068
5/1/20,12/31/19,row-jq6g_k4hj_9imx,Santa Cruz County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,126300,140400,1,14100,0.1
5/1/20,12/31/19,row-pmzx~py6s~9x5c,Shasta County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,64100,73000,1,8900,0.122
5/1/20,12/31/19,row-u8gb.57bx_fxtf,Sierra County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,1560,1730,1,170,0.1
5/1/20,12/31/19,row-f388-tzd3.xbjk,Siskiyou County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,15940,19230,1,3290,0.171
5/1/20,12/31/19,row-m243_6z43~ykwa,Solano County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,160000,173100,1,13100,0.076
5/1/20,12/31/19,row-fi5e.kfrt.6wuc,Sonoma County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,203100,218000,1,14900,0.068
5/1/20,12/31/19,row-5pw4-88sr~ffk8,Stanislaus County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,157700,190000,1,32300,0.17
5/1/20,12/31/19,row-7q2q_vqtk_gatz,Sutter County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,26500,33400,1,6900,0.206
5/1/20,12/31/19,row-petm_zk6d.ekzu,Tehama County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,20650,23500,1,2850,0.121
5/1/20,12/31/19,row-3vg3~kp43.bc2d,Trinity County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,4270,5040,1,770,0.153
5/1/20,12/31/19,row-8zbc-pnuv-nxw3,Tulare County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,127800,157600,1,29800,0.189
5/1/20,12/31/19,row-34wn~s2av_kg9k,Tuolumne County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,18650,20920,1,2270,0.109
5/1/20,12/31/19,row-fzct_x6i3-8bgu,Ventura County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,336200,374100,1,37900,0.101
5/1/20,12/31/19,row-ewd3~8na5.57vb,Yolo County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,74900,82200,1,7200,0.088
5/1/20,12/31/19,row-2q8t.z79j.ufgx,Yuba County,County,11/1/92 0:00,Nov-92,Nov-92,November,N,Final,1992,17900,21500,1,3600,0.167
5/1/20,12/31/19,row-ep4h.wsen_t43e,Alameda County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,637200,679700,1,42500,0.063
5/1/20,12/31/19,row-h9y7.fwaw.yzg9,Alpine County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,220,260,1,40,0.145
5/1/20,12/31/19,row-xt8w~vjed.uj88,Amador County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,11690,12720,1,1040,0.081
5/1/20,12/31/19,row-w7bk~xdtt_7cii,Butte County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,74200,82400,1,8200,0.099
5/1/20,12/31/19,row-h54w~p2tg_qk3q,Calaveras County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,13520,15130,1,1610,0.106
5/1/20,12/31/19,row-2ya8_ku9g~xafg,Colusa County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,6170,8010,1,1840,0.23
5/1/20,12/31/19,row-h26b_5wwe.xfp8,Contra Costa County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,416000,443900,1,27900,0.063
5/1/20,12/31/19,row-fp5p~b6ss.p5qt,Del Norte County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,8170,9500,1,1330,0.14
5/1/20,12/31/19,row-pbzz-auea~x5xb,El Dorado County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,62400,67900,1,5500,0.081
5/1/20,12/31/19,row-yc6f~vghe-sp5h,Fresno County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,297700,353000,1,55300,0.157
5/1/20,12/31/19,row-6nw2-hcby-xw8i,Glenn County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,9850,11450,1,1600,0.14
5/1/20,12/31/19,row-zush_69dw.a7sz,Humboldt County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,55100,60500,1,5400,0.089
5/1/20,12/31/19,row-yxh5-8bcm.fmfw,Imperial County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,40100,57200,1,17100,0.299
5/1/20,12/31/19,row-2bib.yns5.f7s6,Inyo County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,6350,7120,1,770,0.108
5/1/20,12/31/19,row-h5dc.yydr_e5rr,Kern County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,232200,275000,1,42800,0.156
5/1/20,12/31/19,row-hbnh_n7an.4384,Kings County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,34200,39700,1,5600,0.14
5/1/20,12/31/19,row-b4xt_jqvz_7rqs,Lake County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,20010,22860,1,2850,0.125
5/1/20,12/31/19,row-w8a7-ahg6-gp38,Lassen County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,9580,10630,1,1050,0.099
5/1/20,12/31/19,row-kh6m-9qjv_taek,Los Angeles County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,3877300,4287500,1,410300,0.096
5/1/20,12/31/19,row-4ge3_wbz8~nqft,Madera County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,39000,47100,1,8100,0.171
5/1/20,12/31/19,row-52py-65uz_m393,Marin County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,125900,132000,1,6100,0.046
5/1/20,12/31/19,row-d5hi.654p~jezz,Mariposa County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,6290,7070,1,780,0.11
5/1/20,12/31/19,row-4kst.a8ru_55jd,Mendocino County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,36330,40180,1,3850,0.096
5/1/20,12/31/19,row-22vp-8b7x~wruj,Merced County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,70300,83900,1,13600,0.162
5/1/20,12/31/19,row-ybyj_4x94~n8h6,Modoc County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,3440,3900,1,460,0.118
5/1/20,12/31/19,row-3bp8.738y~2j7c,Mono County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,5220,5950,1,730,0.123
5/1/20,12/31/19,row-5vrh_bjxa_6i95,Monterey County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,155900,177400,1,21500,0.121
5/1/20,12/31/19,row-e5ph-jzz4-arir,Napa County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,53200,58500,1,5200,0.089
5/1/20,12/31/19,row-xg5v~tgz5-8veg,Nevada County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,37420,40420,1,3010,0.074
5/1/20,12/31/19,row-qe43_34ur-ccqr,Orange County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,1250500,1335700,1,85200,0.064
5/1/20,12/31/19,row-hm5a.4aun-tcgd,Placer County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,86700,93600,1,6800,0.073
5/1/20,12/31/19,row-a2km.tj44-rava,Plumas County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,8220,9420,1,1200,0.127
5/1/20,12/31/19,row-ubg5~7xea.bsng,Riverside County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,519100,587100,1,68000,0.116
5/1/20,12/31/19,row-f9xd_2hvq_fhb7,Sacramento County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,491800,532000,1,40300,0.076
5/1/20,12/31/19,row-vtmb_y9qs~rpix,San Benito County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,19900,23200,1,3300,0.141
5/1/20,12/31/19,row-3cgk~8kej-y8kt,San Bernardino County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,617900,680800,1,62900,0.092
5/1/20,12/31/19,row-mwb5-37wj~9die,San Diego County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,1130900,1222400,1,91600,0.075
5/1/20,12/31/19,row-ymw8~h2ve.tnay,San Francisco County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,383200,410600,1,27300,0.067
5/1/20,12/31/19,row-jw36_qwfd.73tx,San Joaquin County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,205800,238900,1,33100,0.138
5/1/20,12/31/19,row-jjkw.8e5x_i9w5,San Luis Obispo County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,96200,104100,1,7900,0.076
5/1/20,12/31/19,row-g3fz-pder_5ez7,San Mateo County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,355000,372000,1,17000,0.046
5/1/20,12/31/19,row-e33c_xvng_gf49,Santa Barbara County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,179200,194000,1,14900,0.077
5/1/20,12/31/19,row-ex7j-ukud.9mxc,Santa Clara County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,792300,847800,1,55500,0.065
5/1/20,12/31/19,row-aehf~a53t.yzxp,Santa Cruz County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,127700,141400,1,13800,0.097
5/1/20,12/31/19,row-rw95-ut79-7nrt,Shasta County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,65600,73700,1,8100,0.11
5/1/20,12/31/19,row-vyav-ijxy_yzdb,Sierra County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,1690,1860,1,160,0.088
5/1/20,12/31/19,row-4tjm.fuj2-uuep,Siskiyou County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,16780,19470,1,2690,0.138
5/1/20,12/31/19,row-hmik_qbg6~k2z6,Solano County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,159900,172800,1,12900,0.074
5/1/20,12/31/19,row-tjv5.ruh7.yj2t,Sonoma County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,209500,222600,1,13100,0.059
5/1/20,12/31/19,row-4ybn-z23d.wmzb,Stanislaus County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,161200,192500,1,31300,0.163
5/1/20,12/31/19,row-gkvk.3sey.33dt,Sutter County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,28000,34500,1,6400,0.187
5/1/20,12/31/19,row-khdh~ch3y-nh3c,Tehama County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,20910,23550,1,2640,0.112
5/1/20,12/31/19,row-px5a.dhuq~xag5,Trinity County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,4360,5040,1,680,0.135
5/1/20,12/31/19,row-9cj2_bfgm~jdgg,Tulare County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,127000,157200,1,30200,0.192
5/1/20,12/31/19,row-ds85-f5u9_zruk,Tuolumne County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,18570,20650,1,2070,0.1
5/1/20,12/31/19,row-8acf-pfat-tqv7,Ventura County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,340000,374400,1,34400,0.092
5/1/20,12/31/19,row-6uk3~y9vc~pfxn,Yolo County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,75700,82200,1,6400,0.078
5/1/20,12/31/19,row-vnwr~2ijg~pxik,Yuba County,County,11/1/93 0:00,Nov-93,Nov-93,November,N,Final,1993,18900,22200,1,3300,0.15
5/1/20,12/31/19,row-b6kf_ipyk.apqe,Alameda County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,643700,679900,1,36200,0.053
5/1/20,12/31/19,row-9qbr-vu6q_6pb3,Alpine County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,430,470,1,40,0.091
5/1/20,12/31/19,row-s3rf.r8k5.58dj,Amador County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,11770,12730,1,960,0.076
5/1/20,12/31/19,row-mvj2.2zuw.8j9w,Butte County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,76000,83500,1,7400,0.089
5/1/20,12/31/19,row-659n.ftu2_z23y,Calaveras County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,12750,14270,1,1510,0.106
5/1/20,12/31/19,row-hrcw.3tvu.gg2g,Colusa County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,5850,7880,1,2030,0.257
5/1/20,12/31/19,row-ssx6-dv7d~m9m6,Contra Costa County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,427500,452700,1,25200,0.056
5/1/20,12/31/19,row-5q5j.y5ff~2g2y,Del Norte County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,8650,9990,1,1340,0.134
5/1/20,12/31/19,row-7wjy_h635_qg2v,El Dorado County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,65900,70900,1,5000,0.07
5/1/20,12/31/19,row-v88c.7zaj~cqbi,Fresno County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,295100,345500,1,50400,0.146
5/1/20,12/31/19,row-qpzf_t9bj.4vub,Glenn County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,9890,11470,1,1580,0.138
5/1/20,12/31/19,row-xpwh~n4yb~p8tr,Humboldt County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,56700,61500,1,4800,0.078
5/1/20,12/31/19,row-mz2h.rw3q_vg5r,Imperial County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,43900,58800,1,14900,0.254
5/1/20,12/31/19,row-vhy2_c3ka-8cyh,Inyo County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,6420,7100,1,680,0.096
5/1/20,12/31/19,row-m8p9-ywki.ua2q,Kern County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,225000,264400,1,39400,0.149
5/1/20,12/31/19,row-gwa6_8794_cxg6,Kings County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,35900,41200,1,5300,0.13
5/1/20,12/31/19,row-rhj9.q9eq~jvaz,Lake County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,20070,22710,1,2640,0.116
5/1/20,12/31/19,row-nas4.5kia~8dfj,Lassen County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,10100,11180,1,1080,0.097
5/1/20,12/31/19,row-3ibv-j37g.8sck,Los Angeles County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,3947200,4292500,1,345300,0.08
5/1/20,12/31/19,row-3w8j.xgsd-p34x,Madera County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,39600,47200,1,7600,0.161
5/1/20,12/31/19,row-5mpn.s66q~6m4b,Marin County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,124600,130000,1,5400,0.041
5/1/20,12/31/19,row-ytwy_edr3~ysvd,Mariposa County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,6280,6930,1,640,0.093
5/1/20,12/31/19,row-69gk_nqum-8uct,Mendocino County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,36930,40890,1,3950,0.097
5/1/20,12/31/19,row-gs4j~6fjy.ja8t,Merced County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,70600,83400,1,12700,0.153
5/1/20,12/31/19,row-3g5m_cvyt_widt,Modoc County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,3840,4340,1,500,0.116
5/1/20,12/31/19,row-q7yk~g6hy.mdx7,Mono County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,5530,6280,1,750,0.119
5/1/20,12/31/19,row-ytds_mbup.39c6,Monterey County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,156100,176300,1,20200,0.115
5/1/20,12/31/19,row-ffkj.ns75-xa2u,Napa County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,54200,58900,1,4800,0.081
5/1/20,12/31/19,row-qjxz.z2qj-kapv,Nevada County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,38100,40970,1,2860,0.07
5/1/20,12/31/19,row-nyjw.qrzi.qy5q,Orange County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,1272300,1337100,1,64800,0.048
5/1/20,12/31/19,row-3z89-tsdn.n8wc,Placer County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,92700,98800,1,6000,0.061
5/1/20,12/31/19,row-6e4c~r4dy-zhdw,Plumas County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,8730,10050,1,1320,0.132
5/1/20,12/31/19,row-bh4x_kiev-w9rw,Riverside County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,542000,599700,1,57700,0.096
5/1/20,12/31/19,row-5qt6-yaqn~2sen,Sacramento County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,498100,533600,1,35500,0.066
5/1/20,12/31/19,row-7gd7_x7zj.r5bc,San Benito County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,18800,21600,1,2800,0.131
5/1/20,12/31/19,row-7q2y_3d46~5h8j,San Bernardino County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,622100,671100,1,49000,0.073
5/1/20,12/31/19,row-4nuf.pgxu_jqfd,San Diego County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,1145300,1221500,1,76200,0.062
5/1/20,12/31/19,row-z3ue-zjgu_dc5c,San Francisco County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,380200,402300,1,22100,0.055
5/1/20,12/31/19,row-pby9.82kc~y3b6,San Joaquin County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,206900,237500,1,30600,0.129
5/1/20,12/31/19,row-ppbk-rwza_mqh6,San Luis Obispo County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,95200,102100,1,6900,0.068
5/1/20,12/31/19,row-2vvy~7qk7_3yp3,San Mateo County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,356100,370900,1,14800,0.04
5/1/20,12/31/19,row-tjn2~tt7i.sdnu,Santa Barbara County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,183000,196800,1,13800,0.07
5/1/20,12/31/19,row-ej76~trzx~77uj,Santa Clara County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,800300,845800,1,45400,0.054
5/1/20,12/31/19,row-4af5.i4jh~2nf2,Santa Cruz County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,129300,142000,1,12700,0.089
5/1/20,12/31/19,row-kdyy.69yb-fdi8,Shasta County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,64500,72500,1,8000,0.111
5/1/20,12/31/19,row-3dai.uf73~fypm,Sierra County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,1680,1820,1,140,0.079
5/1/20,12/31/19,row-qd8w~sjsb-q46j,Siskiyou County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,16980,19630,1,2650,0.135
5/1/20,12/31/19,row-2295-v9a5~nxz8,Solano County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,162700,175000,1,12300,0.07
5/1/20,12/31/19,row-7xt2.drgj-xi89,Sonoma County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,216300,228100,1,11800,0.052
5/1/20,12/31/19,row-3gic~jnuc-54df,Stanislaus County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,162300,190500,1,28100,0.148
5/1/20,12/31/19,row-keeh_ezfg~wc3d,Sutter County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,28100,34100,1,6000,0.175
5/1/20,12/31/19,row-zrhp-z5cc~6u67,Tehama County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,22220,24590,1,2370,0.097
5/1/20,12/31/19,row-sahy-huux~r573,Trinity County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,4880,5580,1,690,0.124
5/1/20,12/31/19,row-m9rg~9t8f-8ew2,Tulare County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,133800,160800,1,27000,0.168
5/1/20,12/31/19,row-qcsy_xxvi~dj4x,Tuolumne County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,18910,20980,1,2070,0.099
5/1/20,12/31/19,row-awgk_ghsa~6ecy,Ventura County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,349600,380100,1,30500,0.08
5/1/20,12/31/19,row-w4ma-rb7k.24vv,Yolo County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,81700,88000,1,6300,0.072
5/1/20,12/31/19,row-njtw~fqyx~nqyb,Yuba County,County,11/1/94 0:00,Nov-94,Nov-94,November,N,Final,1994,18300,21200,1,2900,0.137
5/1/20,12/31/19,row-7ax4-22he.zirg,Alameda County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,641800,678000,1,36200,0.053
5/1/20,12/31/19,row-yh8d~7f8g-j9fq,Alpine County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,330,360,1,30,0.086
5/1/20,12/31/19,row-jxzt_vc7p_evmh,Amador County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,12340,13260,1,930,0.07
5/1/20,12/31/19,row-wndf_mes7_c58y,Butte County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,75400,82600,1,7200,0.087
5/1/20,12/31/19,row-cnqk.3see~inw6,Calaveras County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,12700,14050,1,1340,0.096
5/1/20,12/31/19,row-ugxy~zknn-nndn,Colusa County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,6820,8880,1,2060,0.232
5/1/20,12/31/19,row-vyi3-q4mt_4yzd,Contra Costa County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,429300,452100,1,22800,0.05
5/1/20,12/31/19,row-3try~kr5z_mn9t,Del Norte County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,8740,10070,1,1330,0.132
5/1/20,12/31/19,row-umme~28ky.k4pi,El Dorado County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,68000,73000,1,5100,0.07
5/1/20,12/31/19,row-mjfs~dv29.usqz,Fresno County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,310000,365200,1,55300,0.151
5/1/20,12/31/19,row-eby3~2dzm~7zye,Glenn County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,9720,11200,1,1480,0.132
5/1/20,12/31/19,row-syjf-nkq3~zrtz,Humboldt County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,56400,60800,1,4400,0.072
5/1/20,12/31/19,row-535u~sfhu_cevq,Imperial County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,40900,59800,1,18900,0.316
5/1/20,12/31/19,row-zhig_6fue-swqc,Inyo County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,6430,7090,1,660,0.093
5/1/20,12/31/19,row-7xca-bwix~guhx,Kern County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,228300,268000,1,39600,0.148
5/1/20,12/31/19,row-fgpb~njim-72zd,Kings County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,35300,41600,1,6300,0.151
5/1/20,12/31/19,row-3hzd-vu64.uv8p,Lake County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,20760,23440,1,2680,0.115
5/1/20,12/31/19,row-9gpu-9b4y-cdvr,Lassen County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,10040,11200,1,1160,0.104
5/1/20,12/31/19,row-js4i_96us_m7fh,Los Angeles County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,3960600,4314400,1,353700,0.082
5/1/20,12/31/19,row-9vng~qgp9~9h25,Madera County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,42000,50400,1,8400,0.167
5/1/20,12/31/19,row-eis5.ja8n-b4b4,Marin County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,123400,128100,1,4700,0.037
5/1/20,12/31/19,row-dy44-63a7~j8us,Mariposa County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,6620,7360,1,740,0.101
5/1/20,12/31/19,row-gbcg.fgyb_nck9,Mendocino County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,38010,41460,1,3450,0.083
5/1/20,12/31/19,row-xwnp_zwgs~iw95,Merced County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,66600,81100,1,14500,0.178
5/1/20,12/31/19,row-8d8w_6rje-4dk5,Modoc County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,3640,4080,1,450,0.109
5/1/20,12/31/19,row-tmm2_8pah.8nbr,Mono County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,5040,5970,1,940,0.157
5/1/20,12/31/19,row-pwik_a7sm-acnp,Monterey County,County,11/1/95 0:00,Nov-95,Nov-95,November,N,Final,1995,155700,177300,1,21600,0.122
