GeoFips,GeoName,LineCode,Description,2018
21139,"Livingston, KY",2,Population (persons) 1/,9242
21139,"Livingston, KY",3,Per capita personal income (dollars) 2/,37792
21141,"Logan, KY",1,Personal income (thousands of dollars),971747
21141,"Logan, KY",2,Population (persons) 1/,26989
21141,"Logan, KY",3,Per capita personal income (dollars) 2/,36005
21143,"Lyon, KY",1,Personal income (thousands of dollars),293547
21143,"Lyon, KY",2,Population (persons) 1/,8009
21143,"Lyon, KY",3,Per capita personal income (dollars) 2/,36652
21145,"McCracken, KY",1,Personal income (thousands of dollars),3161638
21145,"McCracken, KY",2,Population (persons) 1/,65346
21145,"McCracken, KY",3,Per capita personal income (dollars) 2/,48383
21147,"McCreary, KY",1,Personal income (thousands of dollars),449741
21147,"McCreary, KY",2,Population (persons) 1/,17408
21147,"McCreary, KY",3,Per capita personal income (dollars) 2/,25835
21149,"McLean, KY",1,Personal income (thousands of dollars),384915
21149,"McLean, KY",2,Population (persons) 1/,9252
21149,"McLean, KY",3,Per capita personal income (dollars) 2/,41603
21151,"Madison, KY",1,Personal income (thousands of dollars),3269589
21151,"Madison, KY",2,Population (persons) 1/,92368
21151,"Madison, KY",3,Per capita personal income (dollars) 2/,35397
21153,"Magoffin, KY",1,Personal income (thousands of dollars),377493
21153,"Magoffin, KY",2,Population (persons) 1/,12362
21153,"Magoffin, KY",3,Per capita personal income (dollars) 2/,30537
21155,"Marion, KY",1,Personal income (thousands of dollars),700162
21155,"Marion, KY",2,Population (persons) 1/,19404
21155,"Marion, KY",3,Per capita personal income (dollars) 2/,36083
21157,"Marshall, KY",1,Personal income (thousands of dollars),1298329
21157,"Marshall, KY",2,Population (persons) 1/,31191
21157,"Marshall, KY",3,Per capita personal income (dollars) 2/,41625
21159,"Martin, KY",1,Personal income (thousands of dollars),337880
21159,"Martin, KY",2,Population (persons) 1/,11323
21159,"Martin, KY",3,Per capita personal income (dollars) 2/,29840
21161,"Mason, KY",1,Personal income (thousands of dollars),695271
21161,"Mason, KY",2,Population (persons) 1/,17150
21161,"Mason, KY",3,Per capita personal income (dollars) 2/,40541
21163,"Meade, KY",1,Personal income (thousands of dollars),1149351
21163,"Meade, KY",2,Population (persons) 1/,28715
21163,"Meade, KY",3,Per capita personal income (dollars) 2/,40026
21165,"Menifee, KY",1,Personal income (thousands of dollars),195495
21165,"Menifee, KY",2,Population (persons) 1/,6451
21165,"Menifee, KY",3,Per capita personal income (dollars) 2/,30305
21167,"Mercer, KY",1,Personal income (thousands of dollars),808817
21167,"Mercer, KY",2,Population (persons) 1/,21774
21167,"Mercer, KY",3,Per capita personal income (dollars) 2/,37146
21169,"Metcalfe, KY",1,Personal income (thousands of dollars),316064
21169,"Metcalfe, KY",2,Population (persons) 1/,10030
21169,"Metcalfe, KY",3,Per capita personal income (dollars) 2/,31512
21171,"Monroe, KY",1,Personal income (thousands of dollars),389972
21171,"Monroe, KY",2,Population (persons) 1/,10718
21171,"Monroe, KY",3,Per capita personal income (dollars) 2/,36385
21173,"Montgomery, KY",1,Personal income (thousands of dollars),980093
21173,"Montgomery, KY",2,Population (persons) 1/,28203
21173,"Montgomery, KY",3,Per capita personal income (dollars) 2/,34751
21175,"Morgan, KY",1,Personal income (thousands of dollars),358064
21175,"Morgan, KY",2,Population (persons) 1/,13345
21175,"Morgan, KY",3,Per capita personal income (dollars) 2/,26831
21177,"Muhlenberg, KY",1,Personal income (thousands of dollars),1042996
21177,"Muhlenberg, KY",2,Population (persons) 1/,30774
21177,"Muhlenberg, KY",3,Per capita personal income (dollars) 2/,33892
21179,"Nelson, KY",1,Personal income (thousands of dollars),1945996
21179,"Nelson, KY",2,Population (persons) 1/,45851
21179,"Nelson, KY",3,Per capita personal income (dollars) 2/,42442
21181,"Nicholas, KY",1,Personal income (thousands of dollars),243635
21181,"Nicholas, KY",2,Population (persons) 1/,7166
21181,"Nicholas, KY",3,Per capita personal income (dollars) 2/,33999
21183,"Ohio, KY",1,Personal income (thousands of dollars),801179
21183,"Ohio, KY",2,Population (persons) 1/,24087
21183,"Ohio, KY",3,Per capita personal income (dollars) 2/,33262
21185,"Oldham, KY",1,Personal income (thousands of dollars),4190233
21185,"Oldham, KY",2,Population (persons) 1/,66470
21185,"Oldham, KY",3,Per capita personal income (dollars) 2/,63039
21187,"Owen, KY",1,Personal income (thousands of dollars),369267
21187,"Owen, KY",2,Population (persons) 1/,10880
21187,"Owen, KY",3,Per capita personal income (dollars) 2/,33940
21189,"Owsley, KY",1,Personal income (thousands of dollars),140805
21189,"Owsley, KY",2,Population (persons) 1/,4472
21189,"Owsley, KY",3,Per capita personal income (dollars) 2/,31486
21191,"Pendleton, KY",1,Personal income (thousands of dollars),635740
21191,"Pendleton, KY",2,Population (persons) 1/,14529
21191,"Pendleton, KY",3,Per capita personal income (dollars) 2/,43757
21193,"Perry, KY",1,Personal income (thousands of dollars),1005131
21193,"Perry, KY",2,Population (persons) 1/,26092
21193,"Perry, KY",3,Per capita personal income (dollars) 2/,38523
21195,"Pike, KY",1,Personal income (thousands of dollars),2121097
21195,"Pike, KY",2,Population (persons) 1/,58402
21195,"Pike, KY",3,Per capita personal income (dollars) 2/,36319
21197,"Powell, KY",1,Personal income (thousands of dollars),391903
21197,"Powell, KY",2,Population (persons) 1/,12442
21197,"Powell, KY",3,Per capita personal income (dollars) 2/,31498
21199,"Pulaski, KY",1,Personal income (thousands of dollars),2392580
21199,"Pulaski, KY",2,Population (persons) 1/,64623
21199,"Pulaski, KY",3,Per capita personal income (dollars) 2/,37024
21201,"Robertson, KY",1,Personal income (thousands of dollars),70059
21201,"Robertson, KY",2,Population (persons) 1/,2135
21201,"Robertson, KY",3,Per capita personal income (dollars) 2/,32815
21203,"Rockcastle, KY",1,Personal income (thousands of dollars),522198
21203,"Rockcastle, KY",2,Population (persons) 1/,16750
21203,"Rockcastle, KY",3,Per capita personal income (dollars) 2/,31176
21205,"Rowan, KY",1,Personal income (thousands of dollars),756590
21205,"Rowan, KY",2,Population (persons) 1/,24583
21205,"Rowan, KY",3,Per capita personal income (dollars) 2/,30777
21207,"Russell, KY",1,Personal income (thousands of dollars),612022
21207,"Russell, KY",2,Population (persons) 1/,17821
21207,"Russell, KY",3,Per capita personal income (dollars) 2/,34343
21209,"Scott, KY",1,Personal income (thousands of dollars),2432233
21209,"Scott, KY",2,Population (persons) 1/,56031
21209,"Scott, KY",3,Per capita personal income (dollars) 2/,43409
21211,"Shelby, KY",1,Personal income (thousands of dollars),2202335
21211,"Shelby, KY",2,Population (persons) 1/,48518
21211,"Shelby, KY",3,Per capita personal income (dollars) 2/,45392
21213,"Simpson, KY",1,Personal income (thousands of dollars),707602
21213,"Simpson, KY",2,Population (persons) 1/,18529
21213,"Simpson, KY",3,Per capita personal income (dollars) 2/,38189
21215,"Spencer, KY",1,Personal income (thousands of dollars),826178
21215,"Spencer, KY",2,Population (persons) 1/,18794
21215,"Spencer, KY",3,Per capita personal income (dollars) 2/,43960
21217,"Taylor, KY",1,Personal income (thousands of dollars),894734
21217,"Taylor, KY",2,Population (persons) 1/,25549
21217,"Taylor, KY",3,Per capita personal income (dollars) 2/,35020
21219,"Todd, KY",1,Personal income (thousands of dollars),474078
21219,"Todd, KY",2,Population (persons) 1/,12311
21219,"Todd, KY",3,Per capita personal income (dollars) 2/,38508
21221,"Trigg, KY",1,Personal income (thousands of dollars),534397
21221,"Trigg, KY",2,Population (persons) 1/,14643
21221,"Trigg, KY",3,Per capita personal income (dollars) 2/,36495
21223,"Trimble, KY",1,Personal income (thousands of dollars),311352
21223,"Trimble, KY",2,Population (persons) 1/,8515
21223,"Trimble, KY",3,Per capita personal income (dollars) 2/,36565
21225,"Union, KY",1,Personal income (thousands of dollars),489340
21225,"Union, KY",2,Population (persons) 1/,14505
21225,"Union, KY",3,Per capita personal income (dollars) 2/,33736
21227,"Warren, KY",1,Personal income (thousands of dollars),4993967
21227,"Warren, KY",2,Population (persons) 1/,131264
21227,"Warren, KY",3,Per capita personal income (dollars) 2/,38045
21229,"Washington, KY",1,Personal income (thousands of dollars),457066
21229,"Washington, KY",2,Population (persons) 1/,12084
21229,"Washington, KY",3,Per capita personal income (dollars) 2/,37824
21231,"Wayne, KY",1,Personal income (thousands of dollars),583013
21231,"Wayne, KY",2,Population (persons) 1/,20468
21231,"Wayne, KY",3,Per capita personal income (dollars) 2/,28484
21233,"Webster, KY",1,Personal income (thousands of dollars),513791
21233,"Webster, KY",2,Population (persons) 1/,13111
21233,"Webster, KY",3,Per capita personal income (dollars) 2/,39188
21235,"Whitley, KY",1,Personal income (thousands of dollars),1212197
21235,"Whitley, KY",2,Population (persons) 1/,36242
21235,"Whitley, KY",3,Per capita personal income (dollars) 2/,33447
21237,"Wolfe, KY",1,Personal income (thousands of dollars),223085
21237,"Wolfe, KY",2,Population (persons) 1/,7177
21237,"Wolfe, KY",3,Per capita personal income (dollars) 2/,31083
21239,"Woodford, KY",1,Personal income (thousands of dollars),1373154
21239,"Woodford, KY",2,Population (persons) 1/,26533
21239,"Woodford, KY",3,Per capita personal income (dollars) 2/,51753
22001,"Acadia, LA",1,Personal income (thousands of dollars),2319912
22001,"Acadia, LA",2,Population (persons) 1/,62190
22001,"Acadia, LA",3,Per capita personal income (dollars) 2/,37304
22003,"Allen, LA",1,Personal income (thousands of dollars),854719
22003,"Allen, LA",2,Population (persons) 1/,25605
22003,"Allen, LA",3,Per capita personal income (dollars) 2/,33381
22005,"Ascension, LA",1,Personal income (thousands of dollars),6212332
22005,"Ascension, LA",2,Population (persons) 1/,124672
22005,"Ascension, LA",3,Per capita personal income (dollars) 2/,49829
22007,"Assumption, LA",1,Personal income (thousands of dollars),1043371
22007,"Assumption, LA",2,Population (persons) 1/,22300
22007,"Assumption, LA",3,Per capita personal income (dollars) 2/,46788
22009,"Avoyelles, LA",1,Personal income (thousands of dollars),1533949
22009,"Avoyelles, LA",2,Population (persons) 1/,40462
22009,"Avoyelles, LA",3,Per capita personal income (dollars) 2/,37911
22011,"Beauregard, LA",1,Personal income (thousands of dollars),1593768
22011,"Beauregard, LA",2,Population (persons) 1/,37253
22011,"Beauregard, LA",3,Per capita personal income (dollars) 2/,42782
22013,"Bienville, LA",1,Personal income (thousands of dollars),512260
22013,"Bienville, LA",2,Population (persons) 1/,13308
22013,"Bienville, LA",3,Per capita personal income (dollars) 2/,38493
22015,"Bossier, LA",1,Personal income (thousands of dollars),5615097
22015,"Bossier, LA",2,Population (persons) 1/,127185
22015,"Bossier, LA",3,Per capita personal income (dollars) 2/,44149
22017,"Caddo, LA",1,Personal income (thousands of dollars),11760644
22017,"Caddo, LA",2,Population (persons) 1/,242922
22017,"Caddo, LA",3,Per capita personal income (dollars) 2/,48413
22019,"Calcasieu, LA",1,Personal income (thousands of dollars),9945927
22019,"Calcasieu, LA",2,Population (persons) 1/,203112
22019,"Calcasieu, LA",3,Per capita personal income (dollars) 2/,48968
22021,"Caldwell, LA",1,Personal income (thousands of dollars),338141
22021,"Caldwell, LA",2,Population (persons) 1/,9960
22021,"Caldwell, LA",3,Per capita personal income (dollars) 2/,33950
22023,"Cameron, LA",1,Personal income (thousands of dollars),350349
22023,"Cameron, LA",2,Population (persons) 1/,6968
22023,"Cameron, LA",3,Per capita personal income (dollars) 2/,50280
22025,"Catahoula, LA",1,Personal income (thousands of dollars),323361
22025,"Catahoula, LA",2,Population (persons) 1/,9608
22025,"Catahoula, LA",3,Per capita personal income (dollars) 2/,33655
22027,"Claiborne, LA",1,Personal income (thousands of dollars),561859
22027,"Claiborne, LA",2,Population (persons) 1/,15944
22027,"Claiborne, LA",3,Per capita personal income (dollars) 2/,35240
22029,"Concordia, LA",1,Personal income (thousands of dollars),644735
22029,"Concordia, LA",2,Population (persons) 1/,19572
22029,"Concordia, LA",3,Per capita personal income (dollars) 2/,32942
22031,"De Soto, LA",1,Personal income (thousands of dollars),1113471
22031,"De Soto, LA",2,Population (persons) 1/,27436
22031,"De Soto, LA",3,Per capita personal income (dollars) 2/,40584
22033,"East Baton Rouge, LA",1,Personal income (thousands of dollars),22658991
22033,"East Baton Rouge, LA",2,Population (persons) 1/,440956
22033,"East Baton Rouge, LA",3,Per capita personal income (dollars) 2/,51386
22035,"East Carroll, LA",1,Personal income (thousands of dollars),253403
22035,"East Carroll, LA",2,Population (persons) 1/,7037
22035,"East Carroll, LA",3,Per capita personal income (dollars) 2/,36010
22037,"East Feliciana, LA",1,Personal income (thousands of dollars),825692
22037,"East Feliciana, LA",2,Population (persons) 1/,19305
22037,"East Feliciana, LA",3,Per capita personal income (dollars) 2/,42771
22039,"Evangeline, LA",1,Personal income (thousands of dollars),1126066
22039,"Evangeline, LA",2,Population (persons) 1/,33443
22039,"Evangeline, LA",3,Per capita personal income (dollars) 2/,33671
22041,"Franklin, LA",1,Personal income (thousands of dollars),643543
22041,"Franklin, LA",2,Population (persons) 1/,20156
22041,"Franklin, LA",3,Per capita personal income (dollars) 2/,31928
22043,"Grant, LA",1,Personal income (thousands of dollars),715551
22043,"Grant, LA",2,Population (persons) 1/,22482
22043,"Grant, LA",3,Per capita personal income (dollars) 2/,31828
22045,"Iberia, LA",1,Personal income (thousands of dollars),2785858
22045,"Iberia, LA",2,Population (persons) 1/,70941
22045,"Iberia, LA",3,Per capita personal income (dollars) 2/,39270
22047,"Iberville, LA",1,Personal income (thousands of dollars),1355403
22047,"Iberville, LA",2,Population (persons) 1/,32721
22047,"Iberville, LA",3,Per capita personal income (dollars) 2/,41423
22049,"Jackson, LA",1,Personal income (thousands of dollars),542520
22049,"Jackson, LA",2,Population (persons) 1/,15902
22049,"Jackson, LA",3,Per capita personal income (dollars) 2/,34116
22051,"Jefferson, LA",1,Personal income (thousands of dollars),22138952
22051,"Jefferson, LA",2,Population (persons) 1/,434051
22051,"Jefferson, LA",3,Per capita personal income (dollars) 2/,51005
22053,"Jefferson Davis, LA",1,Personal income (thousands of dollars),1336995
22053,"Jefferson Davis, LA",2,Population (persons) 1/,31582
22053,"Jefferson Davis, LA",3,Per capita personal income (dollars) 2/,42334
22055,"Lafayette, LA",1,Personal income (thousands of dollars),12205411
22055,"Lafayette, LA",2,Population (persons) 1/,242782
22055,"Lafayette, LA",3,Per capita personal income (dollars) 2/,50273
22057,"Lafourche, LA",1,Personal income (thousands of dollars),4620843
22057,"Lafourche, LA",2,Population (persons) 1/,98115
22057,"Lafourche, LA",3,Per capita personal income (dollars) 2/,47096
22059,"LaSalle, LA",1,Personal income (thousands of dollars),483505
22059,"LaSalle, LA",2,Population (persons) 1/,14917
22059,"LaSalle, LA",3,Per capita personal income (dollars) 2/,32413
22061,"Lincoln, LA",1,Personal income (thousands of dollars),1907180
22061,"Lincoln, LA",2,Population (persons) 1/,47196
