STFIPS,AREATYNAME,AREANAME,YEAR,MONTH,ADJUSTED,PRELIM,LABORFORCE,EMP,UNEMP,UNEMPRATE,LABFORCE_PARTRATE
19,Council of Government (COG),Southwest Iowa Planning Council,2008,April,0,0,96900,93000,3900,4,
19,Council of Government (COG),Southwest Iowa Planning Council,2008,May,0,0,96600,93000,3600,3.8,
19,Council of Government (COG),Southwest Iowa Planning Council,2008,June,0,0,97900,93900,4000,4.1,
19,Council of Government (COG),Southwest Iowa Planning Council,2008,July,0,0,99000,95100,3900,3.9,
19,Council of Government (COG),Southwest Iowa Planning Council,2008,August,0,0,97700,94000,3700,3.8,
19,Council of Government (COG),Southwest Iowa Planning Council,2008,September,0,0,96900,92900,4000,4.1,
19,Council of Government (COG),Southwest Iowa Planning Council,2008,October,0,0,97000,93100,3900,4,
19,Council of Government (COG),Southwest Iowa Planning Council,2008,November,0,0,97200,92700,4500,4.7,
19,Council of Government (COG),Southwest Iowa Planning Council,2008,December,0,0,96600,91800,4800,5,
19,Council of Government (COG),Southwest Iowa Planning Council,2009,January,0,0,96700,90300,6400,6.7,
19,Council of Government (COG),Southwest Iowa Planning Council,2009,February,0,0,96300,90200,6100,6.3,
19,Council of Government (COG),Southwest Iowa Planning Council,2009,March,0,0,96300,89900,6400,6.7,
19,Council of Government (COG),Southwest Iowa Planning Council,2009,April,0,0,95900,90500,5500,5.7,
19,Council of Government (COG),Southwest Iowa Planning Council,2009,May,0,0,96000,90700,5300,5.5,
19,Council of Government (COG),Southwest Iowa Planning Council,2009,June,0,0,97200,91700,5400,5.6,
19,Council of Government (COG),Southwest Iowa Planning Council,2009,July,0,0,98300,93300,5100,5.2,
19,Council of Government (COG),Southwest Iowa Planning Council,2009,August,0,0,97100,92200,4900,5,
19,Council of Government (COG),Southwest Iowa Planning Council,2009,September,0,0,95400,90600,4800,5.1,
19,Council of Government (COG),Southwest Iowa Planning Council,2009,October,0,0,95500,90400,5100,5.3,
19,Council of Government (COG),Southwest Iowa Planning Council,2009,November,0,0,95400,90500,4900,5.1,
19,Council of Government (COG),Southwest Iowa Planning Council,2009,December,0,0,94800,89300,5500,5.8,
19,Council of Government (COG),Southwest Iowa Planning Council,2010,January,0,0,95700,88900,6800,7.1,
19,Council of Government (COG),Southwest Iowa Planning Council,2010,February,0,0,95600,89000,6600,6.9,
19,Council of Government (COG),Southwest Iowa Planning Council,2010,March,0,0,95800,89500,6300,6.5,
19,Council of Government (COG),Southwest Iowa Planning Council,2010,April,0,0,96000,90500,5500,5.7,
19,Community College District,Iowa Western Community College District,2001,September,0,0,91400,88900,2500,2.7,
19,Community College District,Iowa Western Community College District,2001,October,0,0,91300,88500,2800,3.1,
19,Community College District,Iowa Western Community College District,2001,November,0,0,91600,88800,2900,3.1,
19,Community College District,Iowa Western Community College District,2001,December,0,0,91600,88400,3100,3.4,
19,Community College District,Iowa Western Community College District,2002,January,0,0,90800,86900,3900,4.3,
19,Community College District,Iowa Western Community College District,2002,February,0,0,91700,88000,3700,4,
19,Community College District,Iowa Western Community College District,2002,March,0,0,92100,88400,3700,4,
19,Community College District,Iowa Western Community College District,2002,April,0,0,92700,89500,3200,3.5,
19,Community College District,Iowa Western Community College District,2002,May,0,0,93000,90100,2900,3.1,
19,Community College District,Iowa Western Community College District,2002,June,0,0,94500,91200,3300,3.5,
19,Community College District,Iowa Western Community College District,2002,July,0,0,94400,91500,2900,3.1,
19,Community College District,Iowa Western Community College District,2002,August,0,0,93500,90500,3000,3.2,
19,Community College District,Iowa Western Community College District,2002,September,0,0,92900,90200,2700,3,
19,Community College District,Iowa Western Community College District,2002,October,0,0,93200,90300,2900,3.1,
19,Community College District,Iowa Western Community College District,2002,November,0,0,92700,89500,3200,3.5,
19,Community College District,Iowa Western Community College District,2002,December,0,0,92400,88700,3700,4,
19,Community College District,Iowa Western Community College District,2003,January,0,0,91800,87400,4400,4.8,
19,Community College District,Iowa Western Community College District,2003,February,0,0,91900,87500,4400,4.8,
19,Community College District,Iowa Western Community College District,2003,March,0,0,91600,87200,4400,4.8,
19,Community College District,Iowa Western Community College District,2003,April,0,0,91200,87000,4200,4.6,
19,Community College District,Iowa Western Community College District,2003,May,0,0,90900,87000,3900,4.3,
19,Community College District,Iowa Western Community College District,2003,June,0,0,91900,87600,4300,4.6,
19,Community College District,Iowa Western Community College District,2003,July,0,0,93400,89400,4000,4.3,
19,Community College District,Iowa Western Community College District,2003,August,0,0,92100,88000,4100,4.5,
19,Community College District,Iowa Western Community College District,2003,September,0,0,90900,86900,4000,4.4,
19,Community College District,Iowa Western Community College District,2003,October,0,0,91300,87300,4000,4.3,
19,Community College District,Iowa Western Community College District,2003,November,0,0,91200,87300,3900,4.3,
19,Community College District,Iowa Western Community College District,2003,December,0,0,90900,86500,4400,4.8,
19,Community College District,Iowa Western Community College District,2004,January,0,0,90200,85500,4700,5.2,
19,Community College District,Iowa Western Community College District,2004,February,0,0,89700,85100,4600,5.1,
19,Community College District,Iowa Western Community College District,2004,March,0,0,89900,85300,4600,5.2,
19,Community College District,Iowa Western Community College District,2004,April,0,0,88600,84700,4000,4.5,
19,Community College District,Iowa Western Community College District,2004,May,0,0,89100,85300,3700,4.2,
19,Community College District,Iowa Western Community College District,2004,June,0,0,90300,86200,4000,4.5,
19,Community College District,Iowa Western Community College District,2004,July,0,0,91900,87800,4100,4.4,
19,Community College District,Iowa Western Community College District,2004,August,0,0,90800,86600,4200,4.6,
19,Community College District,Iowa Western Community College District,2004,September,0,0,89500,85400,4200,4.6,
19,Community College District,Iowa Western Community College District,2004,October,0,0,90000,85900,4100,4.5,
19,Community College District,Iowa Western Community College District,2004,November,0,0,90200,86100,4100,4.5,
19,Community College District,Iowa Western Community College District,2004,December,0,0,90200,85700,4500,5,
19,Community College District,Iowa Western Community College District,2005,January,0,0,90500,85300,5200,5.8,
19,Community College District,Iowa Western Community College District,2005,February,0,0,90500,85700,4800,5.3,
19,Community College District,Iowa Western Community College District,2005,March,0,0,91200,86300,4900,5.3,
19,Community College District,Iowa Western Community College District,2005,April,0,0,90800,86500,4300,4.7,
19,Community College District,Iowa Western Community College District,2005,May,0,0,91000,86900,4000,4.4,
19,Community College District,Iowa Western Community College District,2005,June,0,0,92200,88200,4100,4.4,
19,Community College District,Iowa Western Community College District,2005,July,0,0,93600,89500,4100,4.4,
19,Community College District,Iowa Western Community College District,2005,August,0,0,92600,88600,4000,4.3,
19,Community College District,Iowa Western Community College District,2005,September,0,0,91400,87800,3600,4,
19,Community College District,Iowa Western Community College District,2005,October,0,0,92100,88600,3500,3.8,
19,Community College District,Iowa Western Community College District,2005,November,0,0,92000,88600,3500,3.8,
19,Community College District,Iowa Western Community College District,2005,December,0,0,92100,88000,4100,4.5,
19,Community College District,Iowa Western Community College District,2006,January,0,0,91800,87000,4800,5.2,
19,Community College District,Iowa Western Community College District,2006,February,0,0,91800,87600,4200,4.6,
19,Community College District,Iowa Western Community College District,2006,March,0,0,92500,88100,4400,4.7,
19,Community College District,Iowa Western Community College District,2006,April,0,0,92100,88200,4000,4.3,
19,Community College District,Iowa Western Community College District,2006,May,0,0,92400,88800,3500,3.8,
19,Community College District,Iowa Western Community College District,2006,June,0,0,93900,90200,3700,4,
19,Community College District,Iowa Western Community College District,2006,July,0,0,95500,91600,3800,4,
19,Community College District,Iowa Western Community College District,2006,August,0,0,94500,90500,3900,4.2,
19,Community College District,Iowa Western Community College District,2006,September,0,0,93200,90000,3200,3.4,
19,Community College District,Iowa Western Community College District,2006,October,0,0,93400,90200,3200,3.4,
19,Community College District,Iowa Western Community College District,2006,November,0,0,93500,89900,3600,3.8,
19,Community College District,Iowa Western Community College District,2006,December,0,0,93200,89100,4100,4.4,
19,Community College District,Iowa Western Community College District,2007,January,0,0,91600,86500,5100,5.6,
19,Community College District,Iowa Western Community College District,2007,February,0,0,91300,86700,4600,5,
19,Community College District,Iowa Western Community College District,2007,March,0,0,91100,86700,4400,4.9,
19,Community College District,Iowa Western Community College District,2007,April,0,0,90700,86800,3900,4.3,
19,Community College District,Iowa Western Community College District,2007,May,0,0,90300,87100,3200,3.6,
19,Community College District,Iowa Western Community College District,2007,June,0,0,91500,88200,3400,3.7,
19,Community College District,Iowa Western Community College District,2007,July,0,0,93400,89800,3600,3.8,
19,Community College District,Iowa Western Community College District,2007,August,0,0,91700,88400,3200,3.5,
19,Community College District,Iowa Western Community College District,2007,September,0,0,91200,88000,3200,3.5,
19,Community College District,Iowa Western Community College District,2007,October,0,0,91500,88200,3300,3.6,
19,Community College District,Iowa Western Community College District,2007,November,0,0,92100,88300,3700,4.1,
19,Community College District,Iowa Western Community College District,2007,December,0,0,91200,87600,3600,4,
19,Community College District,Iowa Western Community College District,2008,January,0,0,91000,86700,4300,4.8,
19,Community College District,Iowa Western Community College District,2008,February,0,0,90900,86900,4000,4.4,
19,Community College District,Iowa Western Community College District,2008,March,0,0,91600,87400,4300,4.7,
19,Community College District,Iowa Western Community College District,2008,April,0,0,91400,87800,3600,3.9,
19,Community College District,Iowa Western Community College District,2008,May,0,0,91100,87800,3300,3.7,
19,Community College District,Iowa Western Community College District,2008,June,0,0,92300,88600,3700,4,
19,Community College District,Iowa Western Community College District,2008,July,0,0,93500,89900,3600,3.8,
19,Community College District,Iowa Western Community College District,2008,August,0,0,92300,88900,3400,3.7,
19,Community College District,Iowa Western Community College District,2008,September,0,0,91600,87900,3700,4.1,
19,Community College District,Iowa Western Community College District,2008,October,0,0,91600,88000,3600,3.9,
19,Community College District,Iowa Western Community College District,2008,November,0,0,91900,87700,4200,4.6,
19,Community College District,Iowa Western Community College District,2008,December,0,0,91300,86800,4400,4.8,
19,Community College District,Iowa Western Community College District,2009,January,0,0,91300,85300,6000,6.5,
19,Community College District,Iowa Western Community College District,2009,February,0,0,90900,85300,5600,6.1,
19,Community College District,Iowa Western Community College District,2009,March,0,0,90900,85100,5900,6.5,
19,Community College District,Iowa Western Community College District,2009,April,0,0,90600,85600,4900,5.4,
19,Community College District,Iowa Western Community College District,2009,May,0,0,90600,85800,4800,5.3,
19,Community College District,Iowa Western Community College District,2009,June,0,0,91700,86800,4900,5.4,
19,Community College District,Iowa Western Community College District,2009,July,0,0,93000,88400,4600,5,
19,Community College District,Iowa Western Community College District,2009,August,0,0,91900,87400,4400,4.8,
19,Community College District,Iowa Western Community College District,2009,September,0,0,90300,85900,4400,4.9,
19,Community College District,Iowa Western Community College District,2009,October,0,0,90300,85700,4600,5.1,
19,Community College District,Iowa Western Community College District,2009,November,0,0,90300,85800,4400,4.9,
19,Community College District,Iowa Western Community College District,2009,December,0,0,89800,84700,5100,5.7,
19,Community College District,Iowa Western Community College District,2010,January,0,0,90400,84100,6300,7,
19,Community College District,Iowa Western Community College District,2010,February,0,0,90400,84200,6200,6.8,
19,Community College District,Iowa Western Community College District,2010,March,0,0,90500,84700,5800,6.4,
19,Community College District,Iowa Western Community College District,2010,April,0,0,90700,85600,5100,5.7,
19,Community College District,Iowa Western Community College District,2010,May,0,0,90800,85900,4900,5.3,
19,Community College District,Iowa Western Community College District,2010,June,0,0,92000,86800,5200,5.6,
19,Community College District,Iowa Western Community College District,2010,July,0,0,93100,88100,5000,5.4,
19,Community College District,Iowa Western Community College District,2010,August,0,0,92200,87200,5000,5.5,
19,Community College District,Iowa Western Community College District,2010,September,0,0,90500,85700,4800,5.3,
19,Community College District,Iowa Western Community College District,2010,October,0,0,90900,86400,4600,5,
19,Community College District,Iowa Western Community College District,2010,November,0,0,90700,85900,4800,5.2,
19,Community College District,Iowa Western Community College District,2010,December,0,0,90600,85500,5200,5.7,
19,Community College District,Iowa Western Community College District,2011,January,0,0,90000,84100,5900,6.6,
19,Community College District,Iowa Western Community College District,2011,February,0,0,89700,84200,5600,6.2,
19,Community College District,Iowa Western Community College District,2011,March,0,0,89500,84200,5300,5.9,
19,Community College District,Iowa Western Community College District,2011,April,0,0,89400,84700,4700,5.3,
19,Community College District,Iowa Western Community College District,2011,May,0,0,89300,84800,4600,5.1,
19,Community College District,Iowa Western Community College District,2011,June,0,0,90500,85400,5100,5.6,
19,Community College District,Iowa Western Community College District,2011,July,0,0,91400,86600,4800,5.2,
19,Community College District,Iowa Western Community College District,2011,August,0,0,90200,85300,4800,5.4,
19,Community College District,Iowa Western Community College District,2011,September,0,0,88600,83900,4700,5.3,
19,Community College District,Iowa Western Community College District,2011,October,0,0,89000,84700,4400,4.9,
19,Community College District,Iowa Western Community College District,2011,November,0,0,88800,84500,4300,4.8,
19,Community College District,Iowa Western Community College District,2011,December,0,0,88800,84000,4900,5.5,
19,Community College District,Iowa Western Community College District,2012,January,0,0,87900,82700,5200,5.9,
19,Community College District,Iowa Western Community College District,2012,February,0,0,87900,82800,5100,5.8,
19,Community College District,Iowa Western Community College District,2012,March,0,0,87900,83200,4700,5.4,
19,Community College District,Iowa Western Community College District,2012,April,0,0,87700,83500,4100,4.7,
19,Community College District,Iowa Western Community College District,2012,May,0,0,87900,83800,4100,4.6,
19,Community College District,Iowa Western Community College District,2012,June,0,0,89000,84500,4400,5,
19,Community College District,Iowa Western Community College District,2012,July,0,0,89900,85600,4400,4.8,
19,Community College District,Iowa Western Community College District,2012,August,0,0,88500,84300,4300,4.8,
19,Community College District,Iowa Western Community College District,2012,September,0,0,87400,83400,4000,4.6,
19,Community College District,Iowa Western Community College District,2012,October,0,0,88000,84100,3900,4.5,
19,Community College District,Iowa Western Community College District,2012,November,0,0,87700,83800,3900,4.4,
19,Community College District,Iowa Western Community College District,2012,December,0,0,87600,83300,4300,4.9,
19,Community College District,Iowa Western Community College District,2013,January,0,0,87000,82000,5000,5.7,
19,Community College District,Iowa Western Community College District,2013,February,0,0,87100,82400,4700,5.4,
19,Community College District,Iowa Western Community College District,2013,March,0,0,87100,82600,4500,5.1,
19,Community College District,Iowa Western Community College District,2013,April,0,0,87500,83400,4000,4.6,
19,Council of Government (COG),Midas Council of Governments,2008,October,0,0,51200,49400,1800,3.6,
19,Council of Government (COG),Midas Council of Governments,2008,November,0,0,50800,48800,2000,3.9,
19,Council of Government (COG),Midas Council of Governments,2008,December,0,0,50400,47800,2600,5.2,
19,Council of Government (COG),Midas Council of Governments,2009,January,0,0,50100,46800,3200,6.5,
19,Council of Government (COG),Midas Council of Governments,2009,February,0,0,49900,46600,3300,6.6,
19,Council of Government (COG),Midas Council of Governments,2009,March,0,0,50400,46900,3500,7,
19,Council of Government (COG),Midas Council of Governments,2009,April,0,0,50300,46900,3400,6.7,
19,Council of Government (COG),Midas Council of Governments,2009,May,0,0,50000,46600,3400,6.8,
19,Council of Government (COG),Midas Council of Governments,2009,June,0,0,51000,47200,3800,7.4,
19,Council of Government (COG),Midas Council of Governments,2009,July,0,0,50900,47100,3800,7.4,
19,Council of Government (COG),Midas Council of Governments,2009,August,0,0,49400,45900,3600,7.2,
19,Council of Government (COG),Midas Council of Governments,2009,September,0,0,48700,45300,3400,6.9,
19,Council of Government (COG),Midas Council of Governments,2009,October,0,0,48900,45700,3200,6.6,
19,Council of Government (COG),Midas Council of Governments,2009,November,0,0,48500,45300,3200,6.6,
19,Council of Government (COG),Midas Council of Governments,2009,December,0,0,48300,44700,3500,7.3,
19,Council of Government (COG),Midas Council of Governments,2010,January,0,0,48900,45000,3800,7.9,
19,Council of Government (COG),Midas Council of Governments,2010,February,0,0,48900,45200,3700,7.6,
19,Council of Government (COG),Midas Council of Governments,2010,March,0,0,49300,45600,3700,7.5,
19,Council of Government (COG),Midas Council of Governments,2010,April,0,0,49500,46400,3200,6.4,
19,Council of Government (COG),Midas Council of Governments,2010,May,0,0,49100,46100,3000,6,
19,Council of Government (COG),Midas Council of Governments,2010,June,0,0,49800,46600,3200,6.4,
19,Council of Government (COG),Midas Council of Governments,2010,July,0,0,49700,46500,3100,6.3,
19,Council of Government (COG),Midas Council of Governments,2010,August,0,0,48700,45600,3100,6.4,
19,Council of Government (COG),Midas Council of Governments,2010,September,0,0,48600,45700,2900,6,
19,Council of Government (COG),Midas Council of Governments,2010,October,0,0,48800,46000,2800,5.8,
19,Council of Government (COG),Midas Council of Governments,2010,November,0,0,48500,45500,3000,6.2,
19,Council of Government (COG),Midas Council of Governments,2010,December,0,0,48300,45100,3200,6.6,
19,Council of Government (COG),Midas Council of Governments,2011,January,0,0,48100,44600,3600,7.4,
19,Council of Government (COG),Midas Council of Governments,2011,February,0,0,48000,44400,3600,7.4,
19,Council of Government (COG),Midas Council of Governments,2011,March,0,0,48000,44700,3300,7,
19,Council of Government (COG),Midas Council of Governments,2011,April,0,0,47800,44500,3300,6.9,
19,Council of Government (COG),Midas Council of Governments,2011,May,0,0,47500,44400,3100,6.6,
19,Council of Government (COG),Midas Council of Governments,2011,June,0,0,48500,45100,3400,7,
19,Council of Government (COG),Midas Council of Governments,2011,July,0,0,48300,45200,3100,6.5,
19,Council of Government (COG),Midas Council of Governments,2011,August,0,0,47700,44400,3300,6.8,
19,Council of Government (COG),Midas Council of Governments,2011,September,0,0,47500,44400,3000,6.4,
19,Council of Government (COG),Midas Council of Governments,2011,October,0,0,47700,44900,2800,5.8,
19,Council of Government (COG),Midas Council of Governments,2011,November,0,0,47300,44500,2800,5.9,
19,Council of Government (COG),Midas Council of Governments,2011,December,0,0,46900,43900,3100,6.5,
19,Council of Government (COG),Midas Council of Governments,2012,January,0,0,46700,43300,3300,7.1,
19,Council of Government (COG),Midas Council of Governments,2012,February,0,0,46300,43100,3200,6.9,
19,Council of Government (COG),Midas Council of Governments,2012,March,0,0,46200,43300,3000,6.4,
19,Council of Government (COG),Midas Council of Governments,2012,April,0,0,46500,43900,2600,5.6,
19,Council of Government (COG),Midas Council of Governments,2012,May,0,0,46800,44200,2500,5.4,
19,Council of Government (COG),Midas Council of Governments,2012,June,0,0,47800,45000,2800,5.9,
19,Council of Government (COG),Midas Council of Governments,2012,July,0,0,47400,44700,2700,5.7,
19,Council of Government (COG),Midas Council of Governments,2012,August,0,0,46900,44300,2600,5.6,
19,Council of Government (COG),Midas Council of Governments,2012,September,0,0,46800,44400,2400,5.1,
19,Council of Government (COG),Midas Council of Governments,2012,October,0,0,47300,45000,2300,5,
19,Council of Government (COG),Midas Council of Governments,2012,November,0,0,47000,44700,2300,4.9,
19,Council of Government (COG),Midas Council of Governments,2012,December,0,0,46600,44100,2600,5.5,
19,Council of Government (COG),Midas Council of Governments,2013,January,0,0,46700,43700,2900,6.3,
19,Council of Government (COG),Midas Council of Governments,2013,February,0,0,46500,43700,2700,5.9,
19,Council of Government (COG),Midas Council of Governments,2013,March,0,0,46300,43700,2600,5.6,
19,Council of Government (COG),Midas Council of Governments,2013,April,0,0,46900,44500,2400,5.1,
19,Council of Government (COG),Midas Council of Governments,2013,May,0,0,47100,45000,2200,4.6,
19,Council of Government (COG),Midas Council of Governments,2013,June,0,0,48500,46100,2500,5.1,
19,Council of Government (COG),Midas Council of Governments,2013,July,0,0,48600,46200,2300,4.8,
19,Council of Government (COG),Midas Council of Governments,2013,August,0,0,48100,45900,2200,4.7,
19,Council of Government (COG),Midas Council of Governments,2013,September,0,0,47800,45700,2100,4.4,
19,Council of Government (COG),Midas Council of Governments,2013,October,0,0,47800,45800,2000,4.2,
19,Council of Government (COG),Midas Council of Governments,2013,November,0,0,47500,45500,2000,4.2,
19,Council of Government (COG),Midas Council of Governments,2013,December,0,0,47100,45000,2100,4.5,
19,Council of Government (COG),Midas Council of Governments,2014,January,0,0,47000,44500,2600,5.4,
19,Council of Government (COG),Midas Council of Governments,2014,February,0,0,46600,44100,2500,5.4,
19,Council of Government (COG),Midas Council of Governments,2014,March,0,0,46700,44400,2400,5.1,
19,Council of Government (COG),Midas Council of Governments,2014,April,0,0,47000,45000,2000,4.3,
19,Council of Government (COG),Midas Council of Governments,2014,May,0,0,47500,45500,2000,4.1,
19,Council of Government (COG),Midas Council of Governments,2014,June,0,0,49000,46700,2200,4.5,
19,Council of Government (COG),Midas Council of Governments,2014,July,0,0,48700,46500,2200,4.5,
19,Council of Government (COG),Midas Council of Governments,2014,August,0,0,48800,46700,2100,4.3,
19,Council of Government (COG),Midas Council of Governments,2014,September,0,0,48900,47000,1900,3.9,
19,Council of Government (COG),Midas Council of Governments,2014,October,0,0,49300,47500,1800,3.6,
19,Council of Government (COG),Midas Council of Governments,2014,November,0,0,48500,46700,1800,3.7,
19,Council of Government (COG),Midas Council of Governments,2014,December,0,0,47600,45500,2100,4.4,
19,Council of Government (COG),Midas Council of Governments,2015,January,0,0,47600,45200,2400,5.1,
19,Council of Government (COG),Midas Council of Governments,2015,February,0,0,47500,45300,2200,4.6,
19,Council of Government (COG),Midas Council of Governments,2015,March,0,0,47700,45600,2100,4.5,
19,Council of Government (COG),Midas Council of Governments,2015,April,0,0,48200,46300,1800,3.8,
19,Council of Government (COG),Midas Council of Governments,2015,May,0,0,48600,46800,1900,3.8,
19,Council of Government (COG),Midas Council of Governments,2015,June,0,0,49600,47500,2100,4.2,
19,Council of Government (COG),Midas Council of Governments,2015,July,0,0,49500,47500,2000,4.1,
19,Council of Government (COG),Midas Council of Governments,2015,August,0,0,49000,47000,2000,4.1,
19,Council of Government (COG),Midas Council of Governments,2015,September,0,0,48700,46900,1700,3.6,
19,Council of Government (COG),Midas Council of Governments,2015,October,0,0,49200,47500,1700,3.4,
19,Council of Government (COG),Midas Council of Governments,2015,November,0,0,48500,46800,1700,3.5,
19,Council of Government (COG),Midas Council of Governments,2015,December,0,0,48200,46300,1900,4,
19,Council of Government (COG),Midas Council of Governments,2016,January,0,0,48000,45700,2300,4.8,
19,Council of Government (COG),Midas Council of Governments,2016,February,0,0,48200,46000,2100,4.4,
19,Council of Government (COG),Midas Council of Governments,2016,March,0,0,48400,46400,2000,4.1,
19,Council of Government (COG),Midas Council of Governments,2016,April,0,0,48800,47000,1800,3.6,
19,Council of Government (COG),Midas Council of Governments,2016,May,0,0,49000,47400,1700,3.4,
19,Council of Government (COG),Midas Council of Governments,2016,June,0,0,49900,48000,1900,3.9,
19,Council of Government (COG),Midas Council of Governments,2016,July,0,0,49400,47600,1900,3.8,
19,Council of Government (COG),Midas Council of Governments,2016,August,0,0,49200,47300,1800,3.7,
19,Council of Government (COG),Midas Council of Governments,2016,September,0,0,48500,46900,1600,3.2,
19,Council of Government (COG),Midas Council of Governments,2016,October,0,0,47800,46400,1500,3.1,
19,Council of Government (COG),Midas Council of Governments,2016,November,0,0,46800,45400,1400,3,
19,Council of Government (COG),Midas Council of Governments,2016,December,0,0,46200,44500,1700,3.7,
19,Council of Government (COG),Midas Council of Governments,2017,January,0,0,45800,43800,2000,4.4,
19,Council of Government (COG),Midas Council of Governments,2017,February,0,0,45900,44000,1900,4.1,
19,Council of Government (COG),Midas Council of Governments,2017,March,0,0,45900,44100,1800,3.9,
19,Council of Government (COG),Midas Council of Governments,2017,April,0,0,46600,45000,1600,3.3,
19,Council of Government (COG),Midas Council of Governments,2017,May,0,0,46500,45100,1500,3.1,
19,Council of Government (COG),Midas Council of Governments,2017,June,0,0,47500,45800,1700,3.5,
19,Council of Government (COG),Midas Council of Governments,2017,July,0,0,47300,45700,1700,3.5,
19,Council of Government (COG),Midas Council of Governments,2017,August,0,0,46800,45200,1600,3.5,
19,Council of Government (COG),Midas Council of Governments,2017,September,0,0,46500,45100,1400,3,
19,Council of Government (COG),Midas Council of Governments,2017,October,0,0,46500,45300,1200,2.5,
19,Council of Government (COG),Midas Council of Governments,2017,November,0,0,46100,44900,1200,2.6,
19,Council of Government (COG),Midas Council of Governments,2017,December,0,0,45900,44500,1400,3,
19,Council of Government (COG),Midas Council of Governments,2018,January,0,0,45300,43600,1700,3.8,
19,Council of Government (COG),Midas Council of Governments,2018,February,0,0,45500,43900,1600,3.5,
19,Council of Government (COG),Midas Council of Governments,2018,March,0,0,45300,43700,1600,3.4,
19,Council of Government (COG),Midas Council of Governments,2018,April,0,0,45600,44300,1400,3,
19,Council of Government (COG),Midas Council of Governments,2018,May,0,0,46300,45100,1200,2.5,
19,Council of Government (COG),Midas Council of Governments,2018,June,0,0,47400,46000,1400,3,
19,Council of Government (COG),Midas Council of Governments,2018,July,0,0,47200,45800,1400,2.9,
19,Council of Government (COG),Midas Council of Governments,2018,August,0,0,46400,45100,1300,2.8,
19,Council of Government (COG),Midas Council of Governments,2018,September,0,0,46500,45400,1100,2.4,
19,Council of Government (COG),Midas Council of Governments,2018,October,0,0,46900,45800,1000,2.2,
19,Council of Government (COG),Midas Council of Governments,2018,November,0,0,47200,46200,1000,2.2,
19,Council of Government (COG),Midas Council of Governments,2018,December,0,0,47100,45800,1300,2.9,
19,Council of Government (COG),Midas Council of Governments,2019,January,0,0,46700,45000,1700,3.6,
19,Council of Government (COG),Midas Council of Governments,2019,February,0,0,46900,45300,1500,3.2,
19,Council of Government (COG),Midas Council of Governments,2019,March,0,0,46800,45300,1500,3.3,
19,Council of Government (COG),Midas Council of Governments,2019,April,0,0,46800,45500,1200,2.7,
19,Council of Government (COG),Midas Council of Governments,2019,May,0,0,47600,46400,1200,2.5,
19,Council of Government (COG),Midas Council of Governments,2019,June,0,0,48600,47300,1400,2.8,
19,Council of Government (COG),Midas Council of Governments,2019,July,0,0,48500,47100,1400,2.9,
19,Council of Government (COG),Midas Council of Governments,2019,August,0,0,48400,47000,1400,2.8,
19,Council of Government (COG),Midas Council of Governments,2019,September,0,0,48500,47400,1100,2.2,
19,Council of Government (COG),Midas Council of Governments,2019,October,0,0,48800,47700,1100,2.2,
19,Council of Government (COG),Midas Council of Governments,2019,November,0,0,48900,47700,1100,2.3,
19,Council of Government (COG),Midas Council of Governments,2019,December,0,0,48800,47400,1400,2.9,
19,Council of Government (COG),Midas Council of Governments,2020,January,0,0,48000,46300,1700,3.5,
19,Council of Government (COG),Midas Council of Governments,2020,February,0,0,47900,46400,1500,3.1,
19,Council of Government (COG),Midas Council of Governments,2020,March,0,0,47400,45700,1700,3.6,
19,Council of Government (COG),Midas Council of Governments,2020,April,0,0,47100,42900,4100,8.8,
19,Council of Government (COG),Midas Council of Governments,2020,May,0,1,46400,42800,3500,7.6,
19,Council of Government (COG),Southwest Iowa Planning Council,2010,May,0,0,96000,90800,5200,5.4,
19,Council of Government (COG),Southwest Iowa Planning Council,2010,June,0,0,97300,91800,5500,5.7,
19,Council of Government (COG),Southwest Iowa Planning Council,2010,July,0,0,98500,93000,5500,5.6,
19,Council of Government (COG),Southwest Iowa Planning Council,2010,August,0,0,97400,91900,5500,5.6,
19,Council of Government (COG),Southwest Iowa Planning Council,2010,September,0,0,95700,90500,5200,5.4,
19,Council of Government (COG),Southwest Iowa Planning Council,2010,October,0,0,96100,91100,5000,5.2,
19,Council of Government (COG),Southwest Iowa Planning Council,2010,November,0,0,95900,90700,5200,5.4,
19,Council of Government (COG),Southwest Iowa Planning Council,2010,December,0,0,95800,90200,5600,5.8,
19,Council of Government (COG),Southwest Iowa Planning Council,2011,January,0,0,95100,88800,6300,6.6,
19,Council of Government (COG),Southwest Iowa Planning Council,2011,February,0,0,94800,88900,5900,6.3,
19,Council of Government (COG),Southwest Iowa Planning Council,2011,March,0,0,94600,89000,5600,6,
19,Council of Government (COG),Southwest Iowa Planning Council,2011,April,0,0,94400,89400,5000,5.3,
19,Council of Government (COG),Southwest Iowa Planning Council,2011,May,0,0,94400,89500,4800,5.1,
19,Council of Government (COG),Southwest Iowa Planning Council,2011,June,0,0,95600,90300,5400,5.6,
19,Council of Government (COG),Southwest Iowa Planning Council,2011,July,0,0,96500,91500,5000,5.2,
19,Council of Government (COG),Southwest Iowa Planning Council,2011,August,0,0,95200,90100,5100,5.4,
19,Council of Government (COG),Southwest Iowa Planning Council,2011,September,0,0,93500,88600,5000,5.3,
19,Council of Government (COG),Southwest Iowa Planning Council,2011,October,0,0,94000,89400,4600,4.9,
