Area,Year,Month,PeriodType,Period,LaborForce,Employment,Unemployment,UnemploymentRate,SeasonalAdjustment
Columbia city,2019,December,3,12,68108,66459,1649,2.4,Not seasonally adjusted
Columbia city,2019,November,3,11,68490,66914,1576,2.3,Not seasonally adjusted
Columbia city,2019,October,3,10,68269,66972,1297,1.9,Not seasonally adjusted
Columbia city,2019,September,3,9,67863,66564,1299,1.9,Not seasonally adjusted
Columbia city,2019,August,3,8,66217,64389,1828,2.8,Not seasonally adjusted
Columbia city,2019,July,3,7,66597,64626,1971,3,Not seasonally adjusted
Columbia city,2019,June,3,6,65822,64067,1755,2.7,Not seasonally adjusted
Columbia city,2019,May,3,5,67551,66000,1551,2.3,Not seasonally adjusted
Columbia city,2019,April,3,4,67709,66375,1334,2,Not seasonally adjusted
Columbia city,2019,March,3,3,67888,66164,1724,2.5,Not seasonally adjusted
Columbia city,2019,February,3,2,67689,65982,1707,2.5,Not seasonally adjusted
Columbia city,2019,January,3,1,65472,63691,1781,2.7,Not seasonally adjusted
Florissant city,2020,May,3,5,27626,24318,3308,12,Not seasonally adjusted
Florissant city,2020,April,3,4,27349,24463,2886,10.6,Not seasonally adjusted
Florissant city,2020,March,3,3,28567,27356,1211,4.2,Not seasonally adjusted
Florissant city,2020,February,3,2,28107,27034,1073,3.8,Not seasonally adjusted
Florissant city,2020,January,3,1,28305,26969,1336,4.7,Not seasonally adjusted
Florissant city,2019,Annual Averages,1,0,28151,27132,1019,3.6,Not seasonally adjusted
Florissant city,2019,December,3,12,28219,27232,987,3.5,Not seasonally adjusted
Florissant city,2019,November,3,11,28239,27349,890,3.2,Not seasonally adjusted
Florissant city,2019,October,3,10,28232,27379,853,3,Not seasonally adjusted
Florissant city,2019,September,3,9,28202,27382,820,2.9,Not seasonally adjusted
Florissant city,2019,August,3,8,28350,27261,1089,3.8,Not seasonally adjusted
Florissant city,2019,July,3,7,28771,27595,1176,4.1,Not seasonally adjusted
Florissant city,2019,June,3,6,28455,27376,1079,3.8,Not seasonally adjusted
Florissant city,2019,May,3,5,27921,26963,958,3.4,Not seasonally adjusted
Florissant city,2019,April,3,4,27810,26915,895,3.2,Not seasonally adjusted
Florissant city,2019,March,3,3,27966,26784,1182,4.2,Not seasonally adjusted
Florissant city,2019,February,3,2,27927,26790,1137,4.1,Not seasonally adjusted
Florissant city,2019,January,3,1,27725,26563,1162,4.2,Not seasonally adjusted
Gladstone city,2020,May,3,5,14747,12790,1957,13.3,Not seasonally adjusted
Gladstone city,2020,April,3,4,14736,12770,1966,13.3,Not seasonally adjusted
Gladstone city,2020,March,3,3,14926,14362,564,3.8,Not seasonally adjusted
Gladstone city,2020,February,3,2,14750,14272,478,3.2,Not seasonally adjusted
Gladstone city,2020,January,3,1,14714,14152,562,3.8,Not seasonally adjusted
Gladstone city,2019,Annual Averages,1,0,14753,14262,491,3.3,Not seasonally adjusted
Gladstone city,2019,December,3,12,14838,14338,500,3.4,Not seasonally adjusted
Gladstone city,2019,November,3,11,14836,14394,442,3,Not seasonally adjusted
Gladstone city,2019,October,3,10,14859,14405,454,3.1,Not seasonally adjusted
Gladstone city,2019,September,3,9,14743,14372,371,2.5,Not seasonally adjusted
Gladstone city,2019,August,3,8,14784,14305,479,3.2,Not seasonally adjusted
Gladstone city,2019,July,3,7,15105,14431,674,4.5,Not seasonally adjusted
Gladstone city,2019,June,3,6,14924,14408,516,3.5,Not seasonally adjusted
Gladstone city,2019,May,3,5,14635,14183,452,3.1,Not seasonally adjusted
Gladstone city,2019,April,3,4,14593,14155,438,3,Not seasonally adjusted
Gladstone city,2019,March,3,3,14620,14068,552,3.8,Not seasonally adjusted
Gladstone city,2019,February,3,2,14559,14063,496,3.4,Not seasonally adjusted
Gladstone city,2019,January,3,1,14541,14018,523,3.6,Not seasonally adjusted
Grandview city,2020,May,3,5,12644,11273,1371,10.8,Not seasonally adjusted
Grandview city,2020,April,3,4,12479,11243,1236,9.9,Not seasonally adjusted
Grandview city,2020,March,3,3,13232,12681,551,4.2,Not seasonally adjusted
Grandview city,2020,February,3,2,13111,12606,505,3.9,Not seasonally adjusted
Grandview city,2020,January,3,1,13076,12507,569,4.4,Not seasonally adjusted
Grandview city,2019,Annual Averages,1,0,13140,12596,544,4.1,Not seasonally adjusted
Grandview city,2019,December,3,12,13175,12679,496,3.8,Not seasonally adjusted
Grandview city,2019,November,3,11,13191,12722,469,3.6,Not seasonally adjusted
Grandview city,2019,October,3,10,13161,12722,439,3.3,Not seasonally adjusted
Grandview city,2019,September,3,9,13104,12702,402,3.1,Not seasonally adjusted
Grandview city,2019,August,3,8,13203,12647,556,4.2,Not seasonally adjusted
Grandview city,2019,July,3,7,13461,12756,705,5.2,Not seasonally adjusted
Grandview city,2019,June,3,6,13371,12729,642,4.8,Not seasonally adjusted
Grandview city,2019,May,3,5,13024,12511,513,3.9,Not seasonally adjusted
Grandview city,2019,April,3,4,12951,12477,474,3.7,Not seasonally adjusted
Grandview city,2019,March,3,3,13039,12418,621,4.8,Not seasonally adjusted
Grandview city,2019,February,3,2,13019,12412,607,4.7,Not seasonally adjusted
Grandview city,2019,January,3,1,12987,12379,608,4.7,Not seasonally adjusted
Hazelwood city,2020,May,3,5,13639,11920,1719,12.6,Not seasonally adjusted
Hazelwood city,2020,April,3,4,13446,11991,1455,10.8,Not seasonally adjusted
Hazelwood city,2020,March,3,3,14021,13409,612,4.4,Not seasonally adjusted
Hazelwood city,2020,February,3,2,13783,13251,532,3.9,Not seasonally adjusted
Hazelwood city,2020,January,3,1,13852,13219,633,4.6,Not seasonally adjusted
Hazelwood city,2019,Annual Averages,1,0,13778,13299,479,3.5,Not seasonally adjusted
Hazelwood city,2019,December,3,12,13819,13348,471,3.4,Not seasonally adjusted
Hazelwood city,2019,November,3,11,13854,13405,449,3.2,Not seasonally adjusted
Hazelwood city,2019,October,3,10,13869,13421,448,3.2,Not seasonally adjusted
Hazelwood city,2019,September,3,9,13824,13422,402,2.9,Not seasonally adjusted
Hazelwood city,2019,August,3,8,13898,13362,536,3.9,Not seasonally adjusted
Hazelwood city,2019,July,3,7,14028,13526,502,3.6,Not seasonally adjusted
Hazelwood city,2019,June,3,6,13882,13419,463,3.3,Not seasonally adjusted
Hazelwood city,2019,May,3,5,13677,13216,461,3.4,Not seasonally adjusted
Hazelwood city,2019,April,3,4,13610,13193,417,3.1,Not seasonally adjusted
Hazelwood city,2019,March,3,3,13674,13129,545,4,Not seasonally adjusted
Hazelwood city,2019,February,3,2,13633,13132,501,3.7,Not seasonally adjusted
Hazelwood city,2019,January,3,1,13572,13020,552,4.1,Not seasonally adjusted
Independence city,2020,May,3,5,57183,49407,7776,13.6,Not seasonally adjusted
Independence city,2020,April,3,4,57314,49277,8037,14,Not seasonally adjusted
Independence city,2020,March,3,3,58474,55575,2899,5,Not seasonally adjusted
Independence city,2020,February,3,2,57876,55249,2627,4.5,Not seasonally adjusted
Independence city,2020,January,3,1,57612,54816,2796,4.9,Not seasonally adjusted
Independence city,2019,Annual Averages,1,0,57491,55205,2286,4,Not seasonally adjusted
Independence city,2019,December,3,12,57834,55570,2264,3.9,Not seasonally adjusted
Independence city,2019,November,3,11,57797,55755,2042,3.5,Not seasonally adjusted
Independence city,2019,October,3,10,57664,55756,1908,3.3,Not seasonally adjusted
Independence city,2019,September,3,9,57490,55669,1821,3.2,Not seasonally adjusted
Independence city,2019,August,3,8,57757,55430,2327,4,Not seasonally adjusted
Independence city,2019,July,3,7,58702,55908,2794,4.8,Not seasonally adjusted
Independence city,2019,June,3,6,58022,55787,2235,3.9,Not seasonally adjusted
Independence city,2019,May,3,5,56883,54832,2051,3.6,Not seasonally adjusted
Independence city,2019,April,3,4,56614,54683,1931,3.4,Not seasonally adjusted
Independence city,2019,March,3,3,57101,54425,2676,4.7,Not seasonally adjusted
Independence city,2019,February,3,2,57078,54397,2681,4.7,Not seasonally adjusted
Independence city,2019,January,3,1,56958,54253,2705,4.7,Not seasonally adjusted
Jefferson City city,2020,May,3,5,20189,18808,1381,6.8,Not seasonally adjusted
Jefferson City city,2020,April,3,4,19947,18472,1475,7.4,Not seasonally adjusted
Jefferson City city,2020,March,3,3,20868,20173,695,3.3,Not seasonally adjusted
Jefferson City city,2020,February,3,2,20592,20004,588,2.9,Not seasonally adjusted
Jefferson City city,2020,January,3,1,20689,19958,731,3.5,Not seasonally adjusted
Jefferson City city,2019,Annual Averages,1,0,20670,20092,578,2.8,Not seasonally adjusted
Jefferson City city,2019,December,3,12,20551,19949,602,2.9,Not seasonally adjusted
Jefferson City city,2019,November,3,11,20691,20134,557,2.7,Not seasonally adjusted
Jefferson City city,2019,October,3,10,20634,20184,450,2.2,Not seasonally adjusted
Jefferson City city,2019,September,3,9,20606,20165,441,2.1,Not seasonally adjusted
Jefferson City city,2019,August,3,8,20926,20215,711,3.4,Not seasonally adjusted
Jefferson City city,2019,July,3,7,21149,20447,702,3.3,Not seasonally adjusted
Jefferson City city,2019,June,3,6,20855,20225,630,3,Not seasonally adjusted
Jefferson City city,2019,May,3,5,20569,20065,504,2.5,Not seasonally adjusted
Jefferson City city,2019,April,3,4,20529,20082,447,2.2,Not seasonally adjusted
Jefferson City city,2019,March,3,3,20593,19988,605,2.9,Not seasonally adjusted
Jefferson City city,2019,February,3,2,20507,19865,642,3.1,Not seasonally adjusted
Jefferson City city,2019,January,3,1,20431,19781,650,3.2,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2020,May,3,5,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2020,April,3,4,8,7,1,12.5,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2020,March,3,3,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2020,February,3,2,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2020,January,3,1,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2019,Annual Averages,1,0,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2019,December,3,12,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2019,November,3,11,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2019,October,3,10,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2019,September,3,9,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2019,August,3,8,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2019,July,3,7,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2019,June,3,6,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2019,May,3,5,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2019,April,3,4,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2019,March,3,3,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2019,February,3,2,7,7,0,0,Not seasonally adjusted
"Jefferson city, Callaway County part, MO",2019,January,3,1,7,7,0,0,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2020,May,3,5,20182,18801,1381,6.8,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2020,April,3,4,19939,18465,1474,7.4,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2020,March,3,3,20861,20166,695,3.3,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2020,February,3,2,20585,19997,588,2.9,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2020,January,3,1,20682,19951,731,3.5,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2019,Annual Averages,1,0,20663,20085,578,2.8,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2019,December,3,12,20544,19942,602,2.9,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2019,November,3,11,20684,20127,557,2.7,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2019,October,3,10,20627,20177,450,2.2,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2019,September,3,9,20599,20158,441,2.1,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2019,August,3,8,20919,20208,711,3.4,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2019,July,3,7,21142,20440,702,3.3,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2019,June,3,6,20848,20218,630,3,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2019,May,3,5,20562,20058,504,2.5,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2019,April,3,4,20522,20075,447,2.2,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2019,March,3,3,20586,19981,605,2.9,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2019,February,3,2,20500,19858,642,3.1,Not seasonally adjusted
"Jefferson city, Cole County part, MO",2019,January,3,1,20424,19774,650,3.2,Not seasonally adjusted
Joplin city,2020,May,3,5,24488,22168,2320,9.5,Not seasonally adjusted
Joplin city,2020,April,3,4,24813,22148,2665,10.7,Not seasonally adjusted
Joplin city,2020,March,3,3,25230,24290,940,3.7,Not seasonally adjusted
Joplin city,2020,February,3,2,25070,24231,839,3.3,Not seasonally adjusted
Joplin city,2020,January,3,1,25193,24255,938,3.7,Not seasonally adjusted
Joplin city,2019,Annual Averages,1,0,24810,24051,759,3.1,Not seasonally adjusted
Joplin city,2019,December,3,12,25131,24310,821,3.3,Not seasonally adjusted
Joplin city,2019,November,3,11,25067,24306,761,3,Not seasonally adjusted
Joplin city,2019,October,3,10,24976,24297,679,2.7,Not seasonally adjusted
Joplin city,2019,September,3,9,24749,24133,616,2.5,Not seasonally adjusted
Joplin city,2019,August,3,8,24780,23967,813,3.3,Not seasonally adjusted
Joplin city,2019,July,3,7,25089,24121,968,3.9,Not seasonally adjusted
Joplin city,2019,June,3,6,24751,23934,817,3.3,Not seasonally adjusted
Joplin city,2019,May,3,5,24586,23872,714,2.9,Not seasonally adjusted
Joplin city,2019,April,3,4,24458,23865,593,2.4,Not seasonally adjusted
Joplin city,2019,March,3,3,24739,23971,768,3.1,Not seasonally adjusted
Joplin city,2019,February,3,2,24695,23954,741,3,Not seasonally adjusted
Joplin city,2019,January,3,1,24706,23887,819,3.3,Not seasonally adjusted
"Joplin City, Jasper County Part",2020,May,3,5,21184,19145,2039,9.6,Not seasonally adjusted
"Joplin City, Jasper County Part",2020,April,3,4,21466,19119,2347,10.9,Not seasonally adjusted
"Joplin City, Jasper County Part",2020,March,3,3,21840,20998,842,3.9,Not seasonally adjusted
"Joplin City, Jasper County Part",2020,February,3,2,21686,20944,742,3.4,Not seasonally adjusted
"Joplin City, Jasper County Part",2020,January,3,1,21784,20965,819,3.8,Not seasonally adjusted
"Joplin City, Jasper County Part",2019,Annual Averages,1,0,21451,20793,658,3.1,Not seasonally adjusted
"Joplin City, Jasper County Part",2019,December,3,12,21741,21023,718,3.3,Not seasonally adjusted
"Joplin City, Jasper County Part",2019,November,3,11,21681,21017,664,3.1,Not seasonally adjusted
"Joplin City, Jasper County Part",2019,October,3,10,21584,20997,587,2.7,Not seasonally adjusted
"Joplin City, Jasper County Part",2019,September,3,9,21411,20872,539,2.5,Not seasonally adjusted
"Joplin City, Jasper County Part",2019,August,3,8,21431,20729,702,3.3,Not seasonally adjusted
"Joplin City, Jasper County Part",2019,July,3,7,21702,20861,841,3.9,Not seasonally adjusted
"Joplin City, Jasper County Part",2019,June,3,6,21405,20700,705,3.3,Not seasonally adjusted
"Joplin City, Jasper County Part",2019,May,3,5,21235,20628,607,2.9,Not seasonally adjusted
"Joplin City, Jasper County Part",2019,April,3,4,21120,20617,503,2.4,Not seasonally adjusted
"Joplin City, Jasper County Part",2019,March,3,3,21381,20719,662,3.1,Not seasonally adjusted
"Joplin City, Jasper County Part",2019,February,3,2,21352,20705,647,3,Not seasonally adjusted
"Joplin City, Jasper County Part",2019,January,3,1,21372,20646,726,3.4,Not seasonally adjusted
"Joplin City, Newton County Part",2020,May,3,5,3304,3023,281,8.5,Not seasonally adjusted
"Joplin City, Newton County Part",2020,April,3,4,3347,3029,318,9.5,Not seasonally adjusted
"Joplin City, Newton County Part",2020,March,3,3,3390,3292,98,2.9,Not seasonally adjusted
"Joplin City, Newton County Part",2020,February,3,2,3384,3287,97,2.9,Not seasonally adjusted
"Joplin City, Newton County Part",2020,January,3,1,3409,3290,119,3.5,Not seasonally adjusted
"Joplin City, Newton County Part",2019,Annual Averages,1,0,3360,3259,101,3,Not seasonally adjusted
"Joplin City, Newton County Part",2019,December,3,12,3390,3287,103,3,Not seasonally adjusted
"Joplin City, Newton County Part",2019,November,3,11,3386,3289,97,2.9,Not seasonally adjusted
"Joplin City, Newton County Part",2019,October,3,10,3392,3300,92,2.7,Not seasonally adjusted
"Joplin City, Newton County Part",2019,September,3,9,3338,3261,77,2.3,Not seasonally adjusted
"Joplin City, Newton County Part",2019,August,3,8,3349,3238,111,3.3,Not seasonally adjusted
"Joplin City, Newton County Part",2019,July,3,7,3387,3260,127,3.7,Not seasonally adjusted
"Joplin City, Newton County Part",2019,June,3,6,3346,3234,112,3.3,Not seasonally adjusted
"Joplin City, Newton County Part",2019,May,3,5,3351,3244,107,3.2,Not seasonally adjusted
"Joplin City, Newton County Part",2019,April,3,4,3338,3248,90,2.7,Not seasonally adjusted
"Joplin City, Newton County Part",2019,March,3,3,3358,3252,106,3.2,Not seasonally adjusted
"Joplin City, Newton County Part",2019,February,3,2,3343,3249,94,2.8,Not seasonally adjusted
"Joplin City, Newton County Part",2019,January,3,1,3334,3241,93,2.8,Not seasonally adjusted
Kansas City city,2020,May,3,5,256668,225261,31407,12.2,Not seasonally adjusted
Kansas City city,2020,April,3,4,254601,224767,29834,11.7,Not seasonally adjusted
Kansas City city,2020,March,3,3,264110,253185,10925,4.1,Not seasonally adjusted
Kansas City city,2020,February,3,2,261221,251655,9566,3.7,Not seasonally adjusted
Kansas City city,2020,January,3,1,260273,249621,10652,4.1,Not seasonally adjusted
Kansas City city,2019,Annual Averages,1,0,260845,251461,9384,3.6,Not seasonally adjusted
Kansas City city,2019,December,3,12,262205,252990,9215,3.5,Not seasonally adjusted
Kansas City city,2019,November,3,11,262530,253893,8637,3.3,Not seasonally adjusted
Kansas City city,2019,October,3,10,262587,253979,8608,3.3,Not seasonally adjusted
Kansas City city,2019,September,3,9,261146,253493,7653,2.9,Not seasonally adjusted
Kansas City city,2019,August,3,8,263052,252366,10686,4.1,Not seasonally adjusted
Kansas City city,2019,July,3,7,267145,254563,12582,4.7,Not seasonally adjusted
Kansas City city,2019,June,3,6,263711,254074,9637,3.7,Not seasonally adjusted
Kansas City city,2019,May,3,5,258254,249902,8352,3.2,Not seasonally adjusted
Kansas City city,2019,April,3,4,256831,249298,7533,2.9,Not seasonally adjusted
Kansas City city,2019,March,3,3,257746,247968,9778,3.8,Not seasonally adjusted
Kansas City city,2019,February,3,2,257241,247856,9385,3.6,Not seasonally adjusted
Kansas City city,2019,January,3,1,257681,247144,10537,4.1,Not seasonally adjusted
"Kansas City City, Cass County Part",2020,May,3,5,99,97,2,2,Not seasonally adjusted
"Kansas City City, Cass County Part",2020,April,3,4,98,97,1,1,Not seasonally adjusted
"Kansas City City, Cass County Part",2020,March,3,3,111,109,2,1.8,Not seasonally adjusted
"Kansas City City, Cass County Part",2020,February,3,2,110,108,2,1.8,Not seasonally adjusted
"Kansas City City, Cass County Part",2020,January,3,1,110,107,3,2.7,Not seasonally adjusted
"Kansas City City, Cass County Part",2019,Annual Averages,1,0,111,108,3,2.7,Not seasonally adjusted
"Kansas City City, Cass County Part",2019,December,3,12,111,109,2,1.8,Not seasonally adjusted
"Kansas City City, Cass County Part",2019,November,3,11,112,109,3,2.7,Not seasonally adjusted
"Kansas City City, Cass County Part",2019,October,3,10,111,109,2,1.8,Not seasonally adjusted
"Kansas City City, Cass County Part",2019,September,3,9,111,109,2,1.8,Not seasonally adjusted
"Kansas City City, Cass County Part",2019,August,3,8,111,108,3,2.7,Not seasonally adjusted
"Kansas City City, Cass County Part",2019,July,3,7,112,109,3,2.7,Not seasonally adjusted
"Kansas City City, Cass County Part",2019,June,3,6,112,109,3,2.7,Not seasonally adjusted
"Kansas City City, Cass County Part",2019,May,3,5,111,108,3,2.7,Not seasonally adjusted
"Kansas City City, Cass County Part",2019,April,3,4,109,107,2,1.8,Not seasonally adjusted
"Kansas City City, Cass County Part",2019,March,3,3,110,107,3,2.7,Not seasonally adjusted
"Kansas City City, Cass County Part",2019,February,3,2,110,107,3,2.7,Not seasonally adjusted
"Kansas City City, Cass County Part",2019,January,3,1,109,106,3,2.8,Not seasonally adjusted
"Kansas City City, Clay County Part",2020,May,3,5,71469,62610,8859,12.4,Not seasonally adjusted
"Kansas City City, Clay County Part",2020,April,3,4,71432,62508,8924,12.5,Not seasonally adjusted
"Kansas City City, Clay County Part",2020,March,3,3,72760,70304,2456,3.4,Not seasonally adjusted
"Kansas City City, Clay County Part",2020,February,3,2,72012,69862,2150,3,Not seasonally adjusted
"Kansas City City, Clay County Part",2020,January,3,1,71736,69273,2463,3.4,Not seasonally adjusted
"Kansas City City, Clay County Part",2019,Annual Averages,1,0,71838,69811,2027,2.8,Not seasonally adjusted
"Kansas City City, Clay County Part",2019,December,3,12,72176,70186,1990,2.8,Not seasonally adjusted
"Kansas City City, Clay County Part",2019,November,3,11,72332,70460,1872,2.6,Not seasonally adjusted
"Kansas City City, Clay County Part",2019,October,3,10,72402,70511,1891,2.6,Not seasonally adjusted
"Kansas City City, Clay County Part",2019,September,3,9,72009,70349,1660,2.3,Not seasonally adjusted
"Kansas City City, Clay County Part",2019,August,3,8,72237,70021,2216,3.1,Not seasonally adjusted
"Kansas City City, Clay County Part",2019,July,3,7,73430,70638,2792,3.8,Not seasonally adjusted
"Kansas City City, Clay County Part",2019,June,3,6,72439,70526,1913,2.6,Not seasonally adjusted
"Kansas City City, Clay County Part",2019,May,3,5,71256,69428,1828,2.6,Not seasonally adjusted
"Kansas City City, Clay County Part",2019,April,3,4,70870,69289,1581,2.2,Not seasonally adjusted
"Kansas City City, Clay County Part",2019,March,3,3,70989,68864,2125,3,Not seasonally adjusted
"Kansas City City, Clay County Part",2019,February,3,2,71014,68838,2176,3.1,Not seasonally adjusted
"Kansas City City, Clay County Part",2019,January,3,1,70899,68619,2280,3.2,Not seasonally adjusted
"Kansas City City, Jackson County Part",2020,May,3,5,156389,137062,19327,12.4,Not seasonally adjusted
"Kansas City City, Jackson County Part",2020,April,3,4,154473,136700,17773,11.5,Not seasonally adjusted
"Kansas City City, Jackson County Part",2020,March,3,3,161810,154173,7637,4.7,Not seasonally adjusted
"Kansas City City, Jackson County Part",2020,February,3,2,159922,153267,6655,4.2,Not seasonally adjusted
"Kansas City City, Jackson County Part",2020,January,3,1,159318,152066,7252,4.6,Not seasonally adjusted
"Kansas City City, Jackson County Part",2019,Annual Averages,1,0,159719,153147,6572,4.1,Not seasonally adjusted
"Kansas City City, Jackson County Part",2019,December,3,12,160580,154159,6421,4,Not seasonally adjusted
"Kansas City City, Jackson County Part",2019,November,3,11,160707,154672,6035,3.8,Not seasonally adjusted
"Kansas City City, Jackson County Part",2019,October,3,10,160659,154674,5985,3.7,Not seasonally adjusted
"Kansas City City, Jackson County Part",2019,September,3,9,159793,154432,5361,3.4,Not seasonally adjusted
"Kansas City City, Jackson County Part",2019,August,3,8,161396,153770,7626,4.7,Not seasonally adjusted
"Kansas City City, Jackson County Part",2019,July,3,7,163791,155094,8697,5.3,Not seasonally adjusted
"Kansas City City, Jackson County Part",2019,June,3,6,161727,154760,6967,4.3,Not seasonally adjusted
"Kansas City City, Jackson County Part",2019,May,3,5,157929,152112,5817,3.7,Not seasonally adjusted
"Kansas City City, Jackson County Part",2019,April,3,4,157005,151697,5308,3.4,Not seasonally adjusted
"Kansas City City, Jackson County Part",2019,March,3,3,157787,150980,6807,4.3,Not seasonally adjusted
"Kansas City City, Jackson County Part",2019,February,3,2,157341,150904,6437,4.1,Not seasonally adjusted
"Kansas City City, Jackson County Part",2019,January,3,1,157909,150505,7404,4.7,Not seasonally adjusted
"Kansas City City, Platte County Part",2020,May,3,5,28711,25492,3219,11.2,Not seasonally adjusted
"Kansas City City, Platte County Part",2020,April,3,4,28598,25462,3136,11,Not seasonally adjusted
"Kansas City City, Platte County Part",2020,March,3,3,29429,28599,830,2.8,Not seasonally adjusted
"Kansas City City, Platte County Part",2020,February,3,2,29177,28418,759,2.6,Not seasonally adjusted
"Kansas City City, Platte County Part",2020,January,3,1,29109,28175,934,3.2,Not seasonally adjusted
"Kansas City City, Platte County Part",2019,Annual Averages,1,0,29177,28395,782,2.7,Not seasonally adjusted
"Kansas City City, Platte County Part",2019,December,3,12,29338,28536,802,2.7,Not seasonally adjusted
"Kansas City City, Platte County Part",2019,November,3,11,29379,28652,727,2.5,Not seasonally adjusted
"Kansas City City, Platte County Part",2019,October,3,10,29415,28685,730,2.5,Not seasonally adjusted
"Kansas City City, Platte County Part",2019,September,3,9,29233,28603,630,2.2,Not seasonally adjusted
"Kansas City City, Platte County Part",2019,August,3,8,29308,28467,841,2.9,Not seasonally adjusted
"Kansas City City, Platte County Part",2019,July,3,7,29812,28722,1090,3.7,Not seasonally adjusted
"Kansas City City, Platte County Part",2019,June,3,6,29433,28679,754,2.6,Not seasonally adjusted
"Kansas City City, Platte County Part",2019,May,3,5,28958,28254,704,2.4,Not seasonally adjusted
"Kansas City City, Platte County Part",2019,April,3,4,28847,28205,642,2.2,Not seasonally adjusted
"Kansas City City, Platte County Part",2019,March,3,3,28860,28017,843,2.9,Not seasonally adjusted
"Kansas City City, Platte County Part",2019,February,3,2,28776,28007,769,2.7,Not seasonally adjusted
"Kansas City City, Platte County Part",2019,January,3,1,28764,27914,850,3,Not seasonally adjusted
Kirkwood city,2020,May,3,5,15200,14054,1146,7.5,Not seasonally adjusted
Kirkwood city,2020,April,3,4,15190,14138,1052,6.9,Not seasonally adjusted
Kirkwood city,2020,March,3,3,16233,15810,423,2.6,Not seasonally adjusted
Kirkwood city,2020,February,3,2,16021,15624,397,2.5,Not seasonally adjusted
Kirkwood city,2020,January,3,1,16080,15586,494,3.1,Not seasonally adjusted
Kirkwood city,2019,Annual Averages,1,0,16026,15681,345,2.2,Not seasonally adjusted
Kirkwood city,2019,December,3,12,16131,15739,392,2.4,Not seasonally adjusted
Kirkwood city,2019,November,3,11,16155,15806,349,2.2,Not seasonally adjusted
Kirkwood city,2019,October,3,10,16114,15824,290,1.8,Not seasonally adjusted
Kirkwood city,2019,September,3,9,16080,15825,255,1.6,Not seasonally adjusted
Kirkwood city,2019,August,3,8,16089,15755,334,2.1,Not seasonally adjusted
Kirkwood city,2019,July,3,7,16328,15948,380,2.3,Not seasonally adjusted
Kirkwood city,2019,June,3,6,16186,15822,364,2.2,Not seasonally adjusted
Kirkwood city,2019,May,3,5,15889,15583,306,1.9,Not seasonally adjusted
Kirkwood city,2019,April,3,4,15836,15555,281,1.8,Not seasonally adjusted
Kirkwood city,2019,March,3,3,15872,15480,392,2.5,Not seasonally adjusted
Kirkwood city,2019,February,3,2,15871,15483,388,2.4,Not seasonally adjusted
Kirkwood city,2019,January,3,1,15755,15352,403,2.6,Not seasonally adjusted
Lee's Summit city,2020,May,3,5,52425,48472,3953,7.5,Not seasonally adjusted
Lee's Summit city,2020,April,3,4,52608,48347,4261,8.1,Not seasonally adjusted
Lee's Summit city,2020,March,3,3,56249,54518,1731,3.1,Not seasonally adjusted
Lee's Summit city,2020,February,3,2,55718,54198,1520,2.7,Not seasonally adjusted
Lee's Summit city,2020,January,3,1,55531,53774,1757,3.2,Not seasonally adjusted
Lee's Summit city,2019,Annual Averages,1,0,55571,54154,1417,2.5,Not seasonally adjusted
Lee's Summit city,2019,December,3,12,56039,54511,1528,2.7,Not seasonally adjusted
